experiment_type,dataset,plot_type,horizon,seed,mode,grad_align_s,grad_align_m,grad_align_d,grad_align_mean
W1,ETTh2,grad_align_bar,96,42,per_layer,0.0035115210031234,-0.0011286433523086,-0.0092616242147786,-0.0032884453346723
W1,ETTh2,grad_align_bar,96,42,last_layer,-0.0035591340146876,-0.0040879593616148,-0.0061306450155506,-0.0048123031141795
W1,ETTh2,grad_align_bar,96,2,per_layer,-0.0113596266250542,-0.0069414259774664,0.0041040409557626,-0.0034699974768219
W1,ETTh2,grad_align_bar,96,2,last_layer,-0.0041167164398242,0.0063511811504173,0.0074669893106704,0.0038385567647425
W1,ETTh2,grad_align_bar,96,3,per_layer,-0.0096439422077157,0.000519546826458,0.0034633280681024,-0.0011226866511725
W1,ETTh2,grad_align_bar,96,3,last_layer,-0.0023659418966697,0.0029234516717239,-0.0008229315766282,-0.0001933964542537
W1,ETTh2,grad_align_bar,96,5,per_layer,-0.0059915230527946,-0.0149639464882202,-0.0068855089332349,-0.0089382094116763
W1,ETTh2,grad_align_bar,96,5,last_layer,0.0019606096086944,-0.0032051852560954,0.0069126779341465,0.0026069832153767
W1,ETTh2,grad_align_bar,96,7,per_layer,0.0071723614981567,0.0033589842020181,-0.004037955372542,0.0012784036118176
W1,ETTh2,grad_align_bar,96,7,last_layer,0.0016012724159196,-0.0022260891598218,-0.0055682988595648,-0.0025649328666427
W1,ETTh2,grad_align_bar,96,11,per_layer,-0.0039328590026324,-0.0084784389307688,0.0043677709029976,-0.0016741833082584
W1,ETTh2,grad_align_bar,96,11,last_layer,0.001947590465404,-0.0009956020576462,-0.0054476678144286,-0.0020627180896814
W1,ETTh2,grad_align_bar,96,13,per_layer,0.0011013554123633,0.0012844213836628,0.0059096410277547,0.0032143538107595
W1,ETTh2,grad_align_bar,96,13,last_layer,-0.0006176714105271,0.001005436577244,-0.0100810814396346,-0.0042096734264957
W1,ETTh2,grad_align_bar,96,17,per_layer,-0.0021738383926964,-0.0097998916111483,-0.0066501177141145,-0.0062711161642904
W1,ETTh2,grad_align_bar,96,17,last_layer,0.0001017964868899,-0.001422636990008,0.0044870247007869,0.0015456275851606
W1,ETTh2,grad_align_bar,96,19,per_layer,-0.006547746028065,-0.0036613337286995,-0.001520344729379,-0.0035684562430951
W1,ETTh2,grad_align_bar,96,19,last_layer,0.0074444727924207,0.0042622041347281,0.0052880729684181,0.0056110818227931
W1,ETTh2,grad_align_bar,96,23,per_layer,-0.0033595763052071,0.0145455898092814,-0.0055158993481036,0.0008320469948339
W1,ETTh2,grad_align_bar,96,23,last_layer,0.0011089347107854,0.0002502096737822,0.001053015725343,0.0008396194207377
W1,ETTh2,grad_align_bar,192,42,per_layer,0.0013594657925709,-0.0091858769762445,0.0013794860559737,-0.0016449091713465
W1,ETTh2,grad_align_bar,192,42,last_layer,-0.0039462268872411,0.0023383033755913,0.0095296658949271,0.0036247358087831
W1,ETTh2,grad_align_bar,192,2,per_layer,-0.0139082163566344,-0.0056814740349231,0.0103833719000177,-0.0011470378690088
W1,ETTh2,grad_align_bar,192,2,last_layer,4.511021325810191e-05,-0.0019644776677935,-0.0012011510558913,-0.0010631697252492
W1,ETTh2,grad_align_bar,192,3,per_layer,0.0039604642491876,-0.0046144477637278,-8.540643210587767e-05,-0.0002234551893425
W1,ETTh2,grad_align_bar,192,3,last_layer,-0.002030327322501,-6.932640118053257e-06,-0.0021060048856376,-0.0014846477974501
W1,ETTh2,grad_align_bar,192,5,per_layer,-0.0193912827706469,0.0006491516136907,0.0022821425815887,-0.004376833509878
W1,ETTh2,grad_align_bar,192,5,last_layer,-0.0022686178498569,0.0049410904060638,-0.0086116378729451,-0.0029271383580602
W1,ETTh2,grad_align_bar,192,7,per_layer,0.0032066692778221,-0.00335828561937,-0.0005658427282495,-0.0002858229811206
W1,ETTh2,grad_align_bar,192,7,last_layer,-0.0016791957880113,0.0084262813698429,0.0063531179064676,0.0046505035547237
W1,ETTh2,grad_align_bar,192,11,per_layer,-0.0012465406389309,0.0073271099367147,0.0085160177194021,0.0053870273933962
W1,ETTh2,grad_align_bar,192,11,last_layer,-0.0009611737879086,0.0090883126721636,0.0007267721878597,0.0026335134760127
W1,ETTh2,grad_align_bar,192,13,per_layer,-0.0044335661319253,-0.0016589116952265,0.0022247267009934,-0.000787253650189
W1,ETTh2,grad_align_bar,192,13,last_layer,0.0002300354228394,-0.0060043828834539,-0.0096216329850254,-0.0057733705537579
W1,ETTh2,grad_align_bar,192,17,per_layer,0.0045265333282531,-0.0030681366676981,-0.0055871919870298,-0.0019778260914256
W1,ETTh2,grad_align_bar,192,17,last_layer,0.001640649853067,-0.0048042562756988,-0.0068619733432179,-0.0038447332678453
W1,ETTh2,grad_align_bar,192,19,per_layer,-0.0035697864102305,-0.0090181972365327,0.0179295812142701,0.0040875394784691
W1,ETTh2,grad_align_bar,192,19,last_layer,-0.0002209854372671,0.002340945940074,-0.0032770204738377,-0.0007987343451284
W1,ETTh2,grad_align_bar,192,23,per_layer,-0.0043920650007083,-0.0086155536102177,0.0016235222427304,-0.00302066721338
W1,ETTh2,grad_align_bar,192,23,last_layer,-0.0060135458415334,-0.0030411772542008,-0.0146353254511377,-0.0088593460778402
W1,ETTh2,grad_align_bar,336,42,per_layer,-0.0127612582170316,-0.0075773296414525,0.0077450205382559,-0.0024917305860286
W1,ETTh2,grad_align_bar,336,42,last_layer,0.0038811385835165,-0.0025440583787912,0.0027611061911149,0.0015653541403993
W1,ETTh2,grad_align_bar,336,2,per_layer,-0.0033840594462027,0.0078541364242534,0.001431496022516,0.0018906631462356
W1,ETTh2,grad_align_bar,336,2,last_layer,-0.0044863156577733,0.0053480973687458,-0.0092924814812629,-0.0037362687174062
W1,ETTh2,grad_align_bar,336,3,per_layer,0.0040358053114903,0.0038696690281488,0.0002380202730635,0.0023607156426384
W1,ETTh2,grad_align_bar,336,3,last_layer,-0.0003432231448988,0.0007045106507719,-0.0037301521362828,-0.0014954116281574
W1,ETTh2,grad_align_bar,336,5,per_layer,0.0144294254566165,0.0068996042256505,0.0074250328509058,0.0092761654167502
W1,ETTh2,grad_align_bar,336,5,last_layer,-0.0016568691940922,-0.0114869518500003,0.009623256147371,0.0003688751934182
W1,ETTh2,grad_align_bar,336,7,per_layer,-0.0039576889341988,0.0086088849525588,0.0014447174776649,0.0019480777813878
W1,ETTh2,grad_align_bar,336,7,last_layer,0.000834437791435,-0.0002197252252006,0.0030096902600126,0.0014654994160723
W1,ETTh2,grad_align_bar,336,11,per_layer,-0.0054617669072536,-0.0266536289946081,-0.0110572614038137,-0.0139146537164521
W1,ETTh2,grad_align_bar,336,11,last_layer,-0.008528449105534,0.0021104816161599,-0.0078432281957833,-0.0051950885094426
W1,ETTh2,grad_align_bar,336,13,per_layer,-0.0084114643642634,-0.0018972097093177,-0.001964683760152,-0.003787342775374
W1,ETTh2,grad_align_bar,336,13,last_layer,1.119436467305712e-05,0.0043502223200276,0.006368160800911,0.0039753308245906
W1,ETTh2,grad_align_bar,336,17,per_layer,0.0017729619354864,0.0025623243661525,-0.0087796283174224,-0.0025240446212841
W1,ETTh2,grad_align_bar,336,17,last_layer,0.0039183261730605,0.0002491047148939,-0.0066474723898475,-0.0016582221990904
W1,ETTh2,grad_align_bar,336,19,per_layer,-0.0089522046805571,0.0083795340344124,-0.0025101015417423,-0.0012393779882166
W1,ETTh2,grad_align_bar,336,19,last_layer,-0.0052807310173487,-0.0015147349190253,-0.0149995520435502,-0.0083699411433427
W1,ETTh2,grad_align_bar,336,23,per_layer,0.0112541113139459,-0.0201832336183,0.0097912050425106,0.0016450529312605
W1,ETTh2,grad_align_bar,336,23,last_layer,-0.0016544514888857,0.0019504433091278,0.0019835880151424,0.0009346782408445
W1,ETTh2,grad_align_bar,720,42,per_layer,0.0132330273535275,0.0007993868614615,0.0094823775844876,0.0080731373119201
W1,ETTh2,grad_align_bar,720,42,last_layer,-0.0020708872431524,0.0005421926776613,-0.0018393776703275,-0.0012250745917092
W1,ETTh2,grad_align_bar,720,2,per_layer,0.0027956089908844,0.008986752267777,0.0012316242095216,0.0038942278779839
W1,ETTh2,grad_align_bar,720,2,last_layer,-0.001061360214762,-0.0004431278695222,-0.0045479212722936,-0.0023789628550642
W1,ETTh2,grad_align_bar,720,3,per_layer,-0.0089264437071888,-0.0053708910198872,-0.0119237857922743,-0.0091951466901393
