experiment_type,dataset,plot_type,horizon,seed,mode,cnn_layer,gru_layer,cnn_depth_bin,gru_depth_bin,cka_value
W1,ETTh2,cka_heatmap,96,42,per_layer,0,0,S,S,0.96045
W1,ETTh2,cka_heatmap,96,42,per_layer,0,1,S,S,0.872826
W1,ETTh2,cka_heatmap,96,42,per_layer,0,2,S,M,0.851979
W1,ETTh2,cka_heatmap,96,42,per_layer,0,3,S,M,0.854854
W1,ETTh2,cka_heatmap,96,42,per_layer,0,4,S,D,0.845064
W1,ETTh2,cka_heatmap,96,42,per_layer,0,5,S,D,0.837186
W1,ETTh2,cka_heatmap,96,42,per_layer,0,6,S,D,0.77987
W1,ETTh2,cka_heatmap,96,42,per_layer,1,1,S,S,0.897529
W1,ETTh2,cka_heatmap,96,42,per_layer,1,2,S,M,0.87734
W1,ETTh2,cka_heatmap,96,42,per_layer,1,3,S,M,0.88385
W1,ETTh2,cka_heatmap,96,42,per_layer,1,4,S,D,0.876976
W1,ETTh2,cka_heatmap,96,42,per_layer,1,5,S,D,0.868226
W1,ETTh2,cka_heatmap,96,42,per_layer,1,6,S,D,0.813229
W1,ETTh2,cka_heatmap,96,42,per_layer,2,2,M,M,0.905855
W1,ETTh2,cka_heatmap,96,42,per_layer,2,3,M,M,0.915366
W1,ETTh2,cka_heatmap,96,42,per_layer,2,4,M,D,0.913197
W1,ETTh2,cka_heatmap,96,42,per_layer,2,5,M,D,0.901472
W1,ETTh2,cka_heatmap,96,42,per_layer,2,6,M,D,0.843595
W1,ETTh2,cka_heatmap,96,42,per_layer,3,3,M,M,0.937141
W1,ETTh2,cka_heatmap,96,42,per_layer,3,4,M,D,0.936596
W1,ETTh2,cka_heatmap,96,42,per_layer,3,5,M,D,0.925287
W1,ETTh2,cka_heatmap,96,42,per_layer,3,6,M,D,0.865824
W1,ETTh2,cka_heatmap,96,42,per_layer,4,4,D,D,0.940079
W1,ETTh2,cka_heatmap,96,42,per_layer,4,5,D,D,0.935678
W1,ETTh2,cka_heatmap,96,42,per_layer,4,6,D,D,0.885721
W1,ETTh2,cka_heatmap,96,42,per_layer,5,5,D,D,0.936032
W1,ETTh2,cka_heatmap,96,42,per_layer,5,6,D,D,0.893086
W1,ETTh2,cka_heatmap,96,42,per_layer,6,6,D,D,0.886609
W1,ETTh2,cka_heatmap,96,42,last_layer,0,0,S,S,0.957579
W1,ETTh2,cka_heatmap,96,42,last_layer,0,1,S,S,0.844686
W1,ETTh2,cka_heatmap,96,42,last_layer,0,2,S,M,0.791648
W1,ETTh2,cka_heatmap,96,42,last_layer,0,3,S,M,0.78614
W1,ETTh2,cka_heatmap,96,42,last_layer,0,4,S,D,0.77235
W1,ETTh2,cka_heatmap,96,42,last_layer,0,5,S,D,0.786399
W1,ETTh2,cka_heatmap,96,42,last_layer,0,6,S,D,0.765806
W1,ETTh2,cka_heatmap,96,42,last_layer,1,1,S,S,0.843491
W1,ETTh2,cka_heatmap,96,42,last_layer,1,2,S,M,0.790024
W1,ETTh2,cka_heatmap,96,42,last_layer,1,3,S,M,0.784521
W1,ETTh2,cka_heatmap,96,42,last_layer,1,4,S,D,0.770825
W1,ETTh2,cka_heatmap,96,42,last_layer,1,5,S,D,0.784913
W1,ETTh2,cka_heatmap,96,42,last_layer,1,6,S,D,0.764382
W1,ETTh2,cka_heatmap,96,42,last_layer,2,2,M,M,0.794301
W1,ETTh2,cka_heatmap,96,42,last_layer,2,3,M,M,0.78827
W1,ETTh2,cka_heatmap,96,42,last_layer,2,4,M,D,0.773572
W1,ETTh2,cka_heatmap,96,42,last_layer,2,5,M,D,0.786232
W1,ETTh2,cka_heatmap,96,42,last_layer,2,6,M,D,0.764887
W1,ETTh2,cka_heatmap,96,42,last_layer,3,3,M,M,0.790901
W1,ETTh2,cka_heatmap,96,42,last_layer,3,4,M,D,0.776056
W1,ETTh2,cka_heatmap,96,42,last_layer,3,5,M,D,0.787537
W1,ETTh2,cka_heatmap,96,42,last_layer,3,6,M,D,0.766478
W1,ETTh2,cka_heatmap,96,42,last_layer,4,4,D,D,0.777025
W1,ETTh2,cka_heatmap,96,42,last_layer,4,5,D,D,0.789493
W1,ETTh2,cka_heatmap,96,42,last_layer,4,6,D,D,0.769172
W1,ETTh2,cka_heatmap,96,42,last_layer,5,5,D,D,0.791483
W1,ETTh2,cka_heatmap,96,42,last_layer,5,6,D,D,0.774877
W1,ETTh2,cka_heatmap,96,42,last_layer,6,6,D,D,0.77187
W1,ETTh2,cka_heatmap,96,2,per_layer,0,0,S,S,0.950441
W1,ETTh2,cka_heatmap,96,2,per_layer,0,1,S,S,0.859465
W1,ETTh2,cka_heatmap,96,2,per_layer,0,2,S,M,0.833572
W1,ETTh2,cka_heatmap,96,2,per_layer,0,3,S,M,0.841209
W1,ETTh2,cka_heatmap,96,2,per_layer,0,4,S,D,0.828376
W1,ETTh2,cka_heatmap,96,2,per_layer,0,5,S,D,0.803698
W1,ETTh2,cka_heatmap,96,2,per_layer,0,6,S,D,0.754207
W1,ETTh2,cka_heatmap,96,2,per_layer,1,1,S,S,0.881954
W1,ETTh2,cka_heatmap,96,2,per_layer,1,2,S,M,0.858797
W1,ETTh2,cka_heatmap,96,2,per_layer,1,3,S,M,0.867707
W1,ETTh2,cka_heatmap,96,2,per_layer,1,4,S,D,0.85297
W1,ETTh2,cka_heatmap,96,2,per_layer,1,5,S,D,0.828393
W1,ETTh2,cka_heatmap,96,2,per_layer,1,6,S,D,0.777144
W1,ETTh2,cka_heatmap,96,2,per_layer,2,2,M,M,0.897452
W1,ETTh2,cka_heatmap,96,2,per_layer,2,3,M,M,0.905815
W1,ETTh2,cka_heatmap,96,2,per_layer,2,4,M,D,0.890643
W1,ETTh2,cka_heatmap,96,2,per_layer,2,5,M,D,0.870419
W1,ETTh2,cka_heatmap,96,2,per_layer,2,6,M,D,0.820971
W1,ETTh2,cka_heatmap,96,2,per_layer,3,3,M,M,0.928958
W1,ETTh2,cka_heatmap,96,2,per_layer,3,4,M,D,0.919043
W1,ETTh2,cka_heatmap,96,2,per_layer,3,5,M,D,0.907223
W1,ETTh2,cka_heatmap,96,2,per_layer,3,6,M,D,0.861664
W1,ETTh2,cka_heatmap,96,2,per_layer,4,4,D,D,0.928146
W1,ETTh2,cka_heatmap,96,2,per_layer,4,5,D,D,0.927753
W1,ETTh2,cka_heatmap,96,2,per_layer,4,6,D,D,0.892507
W1,ETTh2,cka_heatmap,96,2,per_layer,5,5,D,D,0.928418
W1,ETTh2,cka_heatmap,96,2,per_layer,5,6,D,D,0.901767
W1,ETTh2,cka_heatmap,96,2,per_layer,6,6,D,D,0.903888
W1,ETTh2,cka_heatmap,96,2,last_layer,0,0,S,S,0.945769
W1,ETTh2,cka_heatmap,96,2,last_layer,0,1,S,S,0.80956
W1,ETTh2,cka_heatmap,96,2,last_layer,0,2,S,M,0.753387
W1,ETTh2,cka_heatmap,96,2,last_layer,0,3,S,M,0.716382
W1,ETTh2,cka_heatmap,96,2,last_layer,0,4,S,D,0.718398
W1,ETTh2,cka_heatmap,96,2,last_layer,0,5,S,D,0.731296
W1,ETTh2,cka_heatmap,96,2,last_layer,0,6,S,D,0.732243
W1,ETTh2,cka_heatmap,96,2,last_layer,1,1,S,S,0.814666
W1,ETTh2,cka_heatmap,96,2,last_layer,1,2,S,M,0.759546
W1,ETTh2,cka_heatmap,96,2,last_layer,1,3,S,M,0.722814
W1,ETTh2,cka_heatmap,96,2,last_layer,1,4,S,D,0.724252
W1,ETTh2,cka_heatmap,96,2,last_layer,1,5,S,D,0.736879
W1,ETTh2,cka_heatmap,96,2,last_layer,1,6,S,D,0.737443
W1,ETTh2,cka_heatmap,96,2,last_layer,2,2,M,M,0.758337
W1,ETTh2,cka_heatmap,96,2,last_layer,2,3,M,M,0.72111
W1,ETTh2,cka_heatmap,96,2,last_layer,2,4,M,D,0.721322
W1,ETTh2,cka_heatmap,96,2,last_layer,2,5,M,D,0.731143
W1,ETTh2,cka_heatmap,96,2,last_layer,2,6,M,D,0.729142
W1,ETTh2,cka_heatmap,96,2,last_layer,3,3,M,M,0.711797
W1,ETTh2,cka_heatmap,96,2,last_layer,3,4,M,D,0.712486
W1,ETTh2,cka_heatmap,96,2,last_layer,3,5,M,D,0.723912
W1,ETTh2,cka_heatmap,96,2,last_layer,3,6,M,D,0.725414
