experiment_type,plot_type,dataset,horizon,seed,rmse_per,rmse_last,delta_rmse,delta_rmse_pct,delta_cka_global,delta_grad_align_all,top_pick_score
W1,forest_plot,ETTm1,192,5,3.070845928882318,3.20420127092649,0.133355342044172,4.161890304899995,0.02739667423217862,0.0028100773719689004,2.6183773730710334
W1,forest_plot,ETTm1,192,7,3.0890351405690435,3.1835961464714906,0.09456100590244709,2.970257581422597,0.02856832856577496,-0.0080895320660646,-2.421167392720272
W1,forest_plot,ETTm1,192,11,3.071568821718031,3.174344158770103,0.10277533705207187,3.2376872800047014,0.030404282308764463,0.0028732287514412003,0.742871454613195
W1,forest_plot,ETTm1,192,13,3.0777136823159723,3.1799544238777155,0.10224074156174323,3.215163739267317,0.045299196409472664,0.0019104429412785998,1.1795523818903284
W1,forest_plot,ETTm1,192,17,3.0800275006243125,3.1566749513296504,0.07664745070533785,2.428107166151286,0.004438355056161081,-0.0018729304973389,-3.3435632638052812
W1,forest_plot,ETTm1,192,19,3.071244969377446,3.1542400343175845,0.08299506494013853,2.6312222290366813,0.05211731821903365,0.0086693451394544,1.7528244186106114
W1,forest_plot,ETTm1,192,23,3.072189417413465,3.178936693932158,0.1067472765186932,3.357955404473723,0.017866071192010335,0.0012332300269217,0.0416591209368633
W1,forest_plot,ETTm1,336,42,3.220167421999671,3.3006146812169312,0.08044725921726004,2.4373417374365935,-0.03351005205496638,0.0044892277516012,-1.4691888813320273
W1,forest_plot,ETTm1,336,2,3.215699759782987,3.299295847355752,0.08359608757276504,2.5337554266242543,-0.01814291907018517,0.0017842730374928997,-0.6779491117406049
W1,forest_plot,ETTm1,336,3,3.2289824566546192,3.286489318282439,0.057506861627819816,1.7497960911637356,0.013671195776152167,0.018083028400396398,1.2124587045694317
W1,forest_plot,ETTm1,336,5,3.224410329922048,3.313686662124041,0.08927633220199294,2.694169404199722,-0.004428017664278361,-0.0066531439179897,-0.6150477497743159
W1,forest_plot,ETTm1,336,7,3.2266016627560488,3.30863237414734,0.08203071139129126,2.4792936209007266,-0.018242344577440228,0.004619530030486299,-0.43786733448930004
W1,forest_plot,ETTm1,336,11,3.221451745782145,3.2883611733259763,0.06690942754383133,2.034734751358122,0.0006515569793360543,0.011470718679141099,0.3420957997056109
W1,forest_plot,ETTm1,336,13,3.230096318134533,3.313896172867137,0.08379985473260376,2.5287411059744005,0.016329036991622026,-0.0024078521610714,0.7176737364302516
W1,forest_plot,ETTm1,336,17,3.2245932566507363,3.304752863244328,0.08015960659359189,2.425585510043191,-0.027730049658277967,-0.0041146565311645,-2.3962834960317374
W1,forest_plot,ETTm1,336,19,3.223365363507928,3.3088564717765974,0.08549110826866935,2.5837055489677163,0.014409491564260413,0.0024399446162738005,1.4593992671209606
W1,forest_plot,ETTm1,336,23,3.2239972647851745,3.3269073694586835,0.10291010467350903,3.0932663054653484,-0.01508189705427121,0.0068741534579303,1.864709065541725
W1,forest_plot,ETTm1,720,42,3.324168114102816,3.413453770191615,0.08928565608879913,2.615698412806893,0.004837747056898989,-0.0055545559297172,-0.5897844174324662
W1,forest_plot,ETTm1,720,2,3.307354943979232,3.462669886198176,0.15531494221894437,4.485410025310607,-0.005487342226341285,-0.0026252176065293996,1.2590311459428414
W1,forest_plot,ETTm1,720,3,3.31676151453114,3.395263733318315,0.0785022187871749,2.3121096018791985,-0.007558674754782779,0.0020769322106788,-0.7696807233603036
W1,forest_plot,ETTm1,720,5,3.3106469783445904,3.408373949202185,0.09772697085759452,2.8672608203823984,-0.010688613658279333,-0.0024409722538822,-1.8281417937975148
W1,forest_plot,ETTm1,720,7,3.3349619383691764,3.418640419495748,0.08367848112657139,2.4477122732584444,-0.00781578703026331,0.0053030079328232,0.3374523124283906
W1,forest_plot,ETTm1,720,11,3.312259737334305,3.439880240595756,0.12762050326145102,3.710027510706254,-0.005772513263704981,-0.00360717824088,-0.17948791179282686
W1,forest_plot,ETTm1,720,13,3.334985244237921,3.415999991030548,0.08101474679262699,2.3716260832947555,-0.008632464279904384,-0.00098535916856,-1.7670447585725173
W1,forest_plot,ETTm1,720,17,3.317588209116459,3.4321384579043537,0.11455024878789466,3.3375765632088883,0.005706476545752626,-0.0020827900985652,1.605422958790805
W1,forest_plot,ETTm1,720,19,3.3422390384989384,3.41456499046316,0.07232595196422142,2.1181600633236433,0.006519655897336163,0.0036548621255145996,1.7062475351939468
W1,forest_plot,ETTm1,720,23,3.3152516290551213,3.40463106372096,0.08937943466583853,2.6252311335065697,-0.005293357572648372,0.0026960473787718997,0.22598565259964132
W1,forest_plot,ETTm2,96,42,2.962112394962937,3.155873493361785,0.19376109839884803,6.139697893670783,-0.02197358453316922,-0.0057885552761937995,-1.1917158630605904
W1,forest_plot,ETTm2,96,2,2.950678382072284,3.175199673599145,0.22452129152686107,7.071092044815002,-0.04119845268370381,-0.0101777896575401,-1.70661830001539
W1,forest_plot,ETTm2,96,3,2.952829982008603,3.1889540403875536,0.23612405837895079,7.404435918124886,-0.025996582793297973,-0.0038128602943182997,0.8854980598892777
W1,forest_plot,ETTm2,96,5,2.95963083387972,3.222440215296804,0.262809381417084,8.15560146529756,-0.035544041371614155,0.0013840486876948999,2.221933094100349
W1,forest_plot,ETTm2,96,7,2.954129487213057,3.183128800403926,0.2289993131908692,7.194157935481909,-0.014307870642518816,-0.0144971384227432,-0.25063922706900255
W1,forest_plot,ETTm2,96,11,2.974694494380877,3.1688113896971086,0.19411689531623155,6.125858293345324,-0.021114581329394366,-0.005229786475795899,-1.0682734374815706
W1,forest_plot,ETTm2,96,13,2.9465238877769573,3.198022117905655,0.25149823012869765,7.864180448301613,-0.028811593276819036,-0.0033588546527288004,1.5042577636439158
W1,forest_plot,ETTm2,96,17,2.9605132833272063,3.1893454800420185,0.22883219671481214,7.174895229970425,-0.06759156382058329,-0.0079786061402522,-3.0794870060352046
W1,forest_plot,ETTm2,96,19,2.956160504073195,3.1839575436795027,0.22779703960630782,7.154525036255882,-0.02843244908853204,0.0080501179001929,2.1080676785208246
W1,forest_plot,ETTm2,96,23,2.9548115430400657,3.17101558073,0.21620403768993413,6.8181323044827735,-0.036869570244766114,0.005533685130054799,0.5769772375074027
W1,forest_plot,ETTm2,192,42,3.3365000623431174,3.604079287724818,0.2675792253817004,7.424343473603706,-0.016762596916098826,-0.0056001674817541,-1.3968265897359964
W1,forest_plot,ETTm2,192,2,3.333059887796378,3.60205644046297,0.2689965526665916,7.467860571113585,-0.013395835601704209,0.00159112222516,0.5140586233151607
W1,forest_plot,ETTm2,192,3,3.3296009784629224,3.551772311886132,0.22217133342320983,6.2552245446507255,-0.13408815171176813,-0.0042833509492831,-6.154657077328251
W1,forest_plot,ETTm2,192,5,3.336887054735964,3.634771922012278,0.2978848672763137,8.195421161705218,-0.0032701227099162233,0.005466142836880197,2.9090369103750255
W1,forest_plot,ETTm2,192,7,3.3186128462272504,3.6152327922403344,0.29661994601308406,8.204726031743887,-0.018798677951222587,0.008340608887343299,3.2015457524803113
W1,forest_plot,ETTm2,192,11,3.366661367003043,3.621638087373321,0.25497672037027774,7.040369971236018,-0.015192972912353775,0.0023105239944467,-0.051666520094095725
W1,forest_plot,ETTm2,192,13,3.313194346080885,3.618741782908754,0.3055474368278688,8.443471658325093,-0.057687973234950785,-0.0028443187916828,-0.1883947368643284
W1,forest_plot,ETTm2,192,17,3.360755388406107,3.6421859080058727,0.2814305195997657,7.726967450539924,-0.01921402050446286,0.0022255707284222002,0.9297434523362104
W1,forest_plot,ETTm2,192,19,3.3282063792133925,3.601639422011049,0.27343304279765634,7.591904984341253,-0.03132221536343316,-3.7133430361999467e-06,-0.15983931063450735
W1,forest_plot,ETTm2,192,23,3.332678317245058,3.588276019550401,0.25559770230534307,7.123133808902711,-0.010649048956530183,0.0030971771790489003,0.39699949615047947
W1,forest_plot,ETTm2,336,42,3.666264439686727,4.006524962988841,0.3402605233021143,8.49265951030746,0.007417868099957925,0.0057065870746215,0.38862908903100707
W1,forest_plot,ETTm2,336,2,3.700033579493554,3.982336263218148,0.2823026837245939,7.0888710813301214,0.017571364452863225,0.0053880734489283,-1.641698812107009
W1,forest_plot,ETTm2,336,3,3.707408632578947,4.003650430089698,0.2962417975107505,7.399292287966149,0.011718962747263584,0.0034439923840259004,-1.775378558732445
W1,forest_plot,ETTm2,336,5,3.7112737563527007,4.017647912768933,0.3063741564162319,7.625709446626972,0.031069118135365947,-0.0063604873181202,-2.4859016290237497
W1,forest_plot,ETTm2,336,7,3.712760525691143,4.019219715438767,0.30645918974762454,7.624842915913324,0.07238281797056723,0.0041185030068736,1.6013126616589548
W1,forest_plot,ETTm2,336,11,3.692653739895095,4.037162289505667,0.344508549610572,8.533433260934267,-0.010073275683151972,-0.004647034875264,-2.485831146650232
W1,forest_plot,ETTm2,336,13,3.6899756187315775,4.034082171910553,0.34410655317897554,8.529983736449415,0.043356894656437994,0.0101564372404256,3.0528039747419875
W1,forest_plot,ETTm2,336,17,3.672010573461265,4.00929087240631,0.33728029894504497,8.412467682660672,0.02979433058260683,0.0071231282886871005,1.5896535920412993
W1,forest_plot,ETTm2,336,19,3.689349987391786,4.032437881398049,0.3430878940062625,8.50820035167693,0.019027942611401616,0.002683749181960689,0.33998717399196965
W1,forest_plot,ETTm2,336,23,3.6668690423314,4.022568929305702,0.35569988697430244,8.842605141776811,0.01437641274510082,0.0061585500409447,1.4164236550481983
W1,forest_plot,ETTm2,720,42,4.091216490014194,4.358931542814855,0.26771505280066155,6.141758597745262,-0.004165596522636594,-0.0022929116705954003,-0.3541544868258972
W1,forest_plot,ETTm2,720,2,4.102219534427988,4.459455948905594,0.35723641447760635,8.010762267206083,-0.03716220330343978,-0.0027908398391215004,0.10620519154280766
W1,forest_plot,ETTm2,720,3,4.115549300879973,4.351713058086091,0.2361637572061177,5.426914735733608,-0.010349819278580585,0.007025056823803,0.4966230457174907
W1,forest_plot,ETTm2,720,5,4.0967123946474455,4.394538628466028,0.29782623381858286,6.777190030584463,-0.033540135454712794,0.0077876628139135,1.0661130198234994
W1,forest_plot,ETTm2,720,7,4.096791309750172,4.494553979252236,0.3977626695020646,8.849880796586646,0.0002740762486318493,-0.0018696165762590003,2.4824151533373677
W1,forest_plot,ETTm2,720,11,4.093483719646714,4.374110322137462,0.28062660249074867,6.415626992087777,-0.05623678089818529,-0.0011273217590533002,-1.8172130803380644
W1,forest_plot,ETTm2,720,13,4.099005201654236,4.374075873729845,0.27507067207560887,6.288657993512391,-0.049023130104732915,-0.010693073389039,-3.4817079982446923
W1,forest_plot,ETTm2,720,17,4.093590420240711,4.436048243350604,0.3424578231098927,7.719885004028494,0.02243149620998719,-0.0036112361296635,1.8995204106134294
W1,forest_plot,ETTm2,720,19,4.10140066645016,4.356132148888964,0.25473148243880406,5.847652773889644,-0.06757291699801271,0.0047703882523717,-1.6665796518624503
W1,forest_plot,ETTm2,720,23,4.115879726999324,4.46247070473851,0.34659097773918557,7.766795586381222,-0.018753992703668065,0.0009456388316247999,1.2687783962365038
W1,forest_plot,ETTh1,96,42,3.06516181331973,3.1955430523582526,0.1303812390385226,4.080096462549726,0.4102867619503668,0.0035261478506528,0.45537802267385297
W1,forest_plot,ETTh1,96,2,3.057764089412633,3.2151822066103968,0.15741811719776377,4.8960869736748664,0.41711912544361707,-0.0017825680797128002,0.7704860429745706
W1,forest_plot,ETTh1,96,3,3.065404176681838,3.236051557990713,0.1706473813088749,5.273320843343765,0.38816501453146374,-0.0007635399055622,0.03706615889497783
W1,forest_plot,ETTh1,96,5,3.055488656978187,3.1876971613923777,0.13220850441419074,4.147461246175669,0.40871521422835067,0.003315264763767148,0.4220161432557239
W1,forest_plot,ETTh1,96,7,3.052947268198372,3.208454740795087,0.15550747259671516,4.846802749605838,0.3988113258488687,-0.0005812654200830999,-0.006001683328260038
W1,forest_plot,ETTh1,96,11,3.045440649210516,3.2036809671371427,0.15824031792662652,4.939328214944962,0.42027200368935835,0.0005983233786002,1.6154491447406572
W1,forest_plot,ETTh1,96,13,3.0556559478759304,3.239568843175408,0.18391289529947752,5.677079395516321,0.359987699888675,0.005906432523998299,0.8214870752211161
W1,forest_plot,ETTh1,96,17,3.042037018128729,3.19557185158121,0.1535348334524813,4.804612150295112,0.3869549563466207,-0.0075537995485071,-2.491070518910308
W1,forest_plot,ETTh1,96,19,3.059752185236346,3.169975726880064,0.11022354164371828,3.477109957311941,0.4109928395128565,0.0039538238675071,-0.34865340536854517
W1,forest_plot,ETTh1,96,23,3.047596694376122,3.220514647068071,0.17291795269194887,5.369264594072624,0.37881243507567836,-0.004516404252865799,-1.2761569801537882
W1,forest_plot,ETTh1,192,42,3.17767390197722,3.2891793490786227,0.11150544710140275,3.3900689280637155,0.49754609872951966,0.0010828932768465,-1.633785923892586
W1,forest_plot,ETTh1,192,2,3.1761804684020847,3.2964590090415222,0.12027854063943755,3.648719438328757,0.4871496381649097,-0.0062146065854466,-3.2965403006406055
W1,forest_plot,ETTh1,192,3,3.189559271331529,3.3383157368991503,0.14875646556762145,4.456033439958449,0.4800025175951505,8.294062124409999e-05,-0.94104495302395
W1,forest_plot,ETTh1,192,5,3.1773260472041107,3.2988593470991394,0.1215332998950287,3.684100687769526,0.478305989884701,0.012351096334408,0.4927402116757231
W1,forest_plot,ETTh1,192,7,3.1713471372746467,3.296210778024376,0.12486364074972922,3.7880963675680888,0.5380492538539935,0.0021192689691832,0.9784864718356947
W1,forest_plot,ETTh1,192,11,3.173217489334625,3.343987001950496,0.17076951261587103,5.1067636481919285,0.5287567361936041,-0.0003793122403652001,2.0939629043651355
W1,forest_plot,ETTh1,192,13,3.175685454140208,3.3461159865027685,0.17043053236256034,5.093383882986309,0.5079789816225619,0.004724302859575875,2.3035093477056816
W1,forest_plot,ETTh1,192,17,3.1623735606131724,3.328533165487831,0.16615960487465875,4.991976844259755,0.5061069291930285,0.0033554284798976,1.759348670418571
W1,forest_plot,ETTh1,192,19,3.1958857910413325,3.3462406757668,0.15035488472546765,4.493247775461143,0.4904740951400911,-0.0009553394637151554,-0.6586028357182167
W1,forest_plot,ETTh1,192,23,3.1641773344323405,3.327337610651547,0.1631602762192066,4.903628525608411,0.4565036028729449,0.0007986584475344,-1.0980735927254572
W1,forest_plot,ETTh1,336,42,3.309649842748324,3.4892169513333045,0.1795671085849806,5.146344039064815,0.349123012292308,0.004992538570962,1.6978322893005704
W1,forest_plot,ETTh1,336,2,3.3040225394821765,3.387508524641171,0.08348598515899441,2.4645247252281925,0.33090524146466305,0.0102722322786251,-0.9765595932094291
W1,forest_plot,ETTh1,336,3,3.3111896442285493,3.490580553883468,0.17939090965491866,5.139285768819635,0.38483420993418815,0.0015305293077794001,2.2449673087995228
W1,forest_plot,ETTh1,336,5,3.297880046654824,3.4216457621113427,0.1237657154565186,3.617139939703997,0.3327015665190356,-0.006750314432812,-3.111128835966792
W1,forest_plot,ETTh1,336,7,3.2846802719337185,3.4224561781268625,0.13777590619314406,4.025644128730669,0.37883907943440953,-0.005145311755464,-0.6540035531718471
W1,forest_plot,ETTh1,336,11,3.295760703140585,3.451944831336577,0.15618412819599214,4.524525617505839,0.3751170919528004,0.0006375147247946,0.9965590129875892
W1,forest_plot,ETTh1,336,13,3.298989435998261,3.4827959391429952,0.183806503144734,5.277555916467587,0.3580128717807868,-0.0030591609813817996,0.49342287050123945
W1,forest_plot,ETTh1,336,17,3.278500231276413,3.3969817452736137,0.11848151399720086,3.4878466498105256,0.3250027561776324,-0.0010331457147886,-2.3474999307632216
W1,forest_plot,ETTh1,336,19,3.316195028563348,3.4449415634359144,0.12874653487256627,3.7372632453061727,0.4207631555113272,-0.003353763489078,0.880207980164329
W1,forest_plot,ETTh1,336,23,3.280827231646551,3.4420092051248297,0.16118197347827845,4.682787403307741,0.3554770113105422,0.0020647542883481997,0.7762024513580306
W1,forest_plot,ETTh1,720,42,3.181924918477589,3.430228987854696,0.2483040693771068,7.238702438124954,0.3172593333864363,-0.0049800514746231,-3.8393879869456984
W1,forest_plot,ETTh1,720,2,3.124620185658805,3.582043496946076,0.457423311287271,12.769898290661574,0.37897592516257567,-0.002705970123889,1.6295473373541958
W1,forest_plot,ETTh1,720,3,3.1638619064983087,3.613043699961576,0.44918179346326736,12.432226974394036,0.38478152454345865,-0.0016175938953804998,1.8901319065731592
W1,forest_plot,ETTh1,720,5,3.1405483255468645,3.4864707767996603,0.34592245125279586,9.921851448023002,0.31080797037226215,-0.0055330945302469,-2.7686561249570985
W1,forest_plot,ETTh1,720,7,3.121499351529505,3.509241165775061,0.387741814245556,11.049164076471166,0.31560769981159065,0.0012795954485742,-0.48298406930887905
W1,forest_plot,ETTh1,720,11,3.1820603872979287,3.561614880278316,0.37955449298038735,10.656808940295301,0.3659631609392643,0.008498160009043,2.609610554581555
W1,forest_plot,ETTh1,720,13,3.1415718131751222,3.677516677580048,0.5359448644049256,14.573553606767016,0.39748041562057856,-0.00294376256583,3.1385424094262446
W1,forest_plot,ETTh1,720,17,3.12956941318036,3.550576047769727,0.4210066345893666,11.857417752080522,0.3360741538383361,-0.0038385163984848,-0.5305693925618299
W1,forest_plot,ETTh1,720,19,3.2074814363152035,3.551995031129953,0.3445135948147495,9.699157566252383,0.32789498191342964,0.0044477942433112,-0.07056650935847997
W1,forest_plot,ETTh1,720,23,3.1386964864662006,3.5003364946189848,0.3616400081527842,10.331578369928948,0.3409869289460151,-0.0056449702577172,-1.5756681248031819
W1,forest_plot,ETTh2,96,42,3.603928853974406,4.011924374370602,0.4079955203961956,10.169571565271658,0.08385241828650081,0.0015238577795071997,-0.7168561176417272
W1,forest_plot,ETTh2,96,2,3.586316190516304,3.972242485711995,0.385926295195691,9.715577449862469,0.1203988704169332,-0.0073085542415644005,-1.187348158216316
W1,forest_plot,ETTh2,96,3,3.610524708664241,4.065706366883712,0.45518165821947143,11.195635324947473,0.09066271256659086,-0.0009292901969188,-0.039438269601391795
W1,forest_plot,ETTh2,96,5,3.5958198225902813,4.107734613851887,0.511914791261606,12.462216754104654,0.10818928292746022,-0.011545192627052999,-0.1392354820089825
W1,forest_plot,ETTh2,96,7,3.605759300022633,4.135142947474116,0.5293836474514833,12.802064019935479,0.12956339244350923,0.0038433364784603,3.5534681811493236
W1,forest_plot,ETTh2,96,11,3.5829937056822323,4.110184158320356,0.5271904526381239,12.826443593066703,0.13830391314880242,0.00038853478142300015,3.321826558729494
W1,forest_plot,ETTh2,96,13,3.602576255864862,4.109727967626995,0.5071517117621327,12.340274484273664,0.06856107593434302,0.0074240272372552,1.4608375392499373
W1,forest_plot,ETTh2,96,17,3.6048568917280015,3.995175074249108,0.3903181825211064,9.769739129504021,0.05509759577296158,-0.007816743749451,-3.7164418751656396
W1,forest_plot,ETTh2,96,19,3.594638615086541,4.009760868238776,0.41512225315223494,10.352793266062543,0.11297031041316075,-0.009179538065888199,-1.269440245277412
W1,forest_plot,ETTh2,96,23,3.6015959963616546,4.009719008496681,0.40812301213502655,10.17834444932937,0.0760119266946695,-7.5724259038000355e-06,-1.267372131217289
W1,forest_plot,ETTh2,192,42,3.659094722709198,4.04990135355304,0.3908066308438425,9.649781481738607,0.1959685027924868,-0.0052696449801296,-1.7791684788808235
W1,forest_plot,ETTh2,192,2,3.607193721212987,4.06923153045057,0.46203780923758275,11.354424189926178,0.1733025023899063,-8.386814375960011e-05,0.32646355201825505
W1,forest_plot,ETTh2,192,3,3.685167641831357,4.085377758773938,0.40021011694258135,9.796159390231965,0.16912511193592317,0.0012611926081076,-1.056765098129319
W1,forest_plot,ETTh2,192,5,3.6809981617818033,4.0143953214342165,0.33339715965241323,8.305040559216799,0.2080354363107434,-0.0014496951518178,-1.5794221696008222
W1,forest_plot,ETTh2,192,7,3.665449518424601,4.079737786487526,0.4142882680629252,10.15477684460719,0.24353234517051248,-0.004936326535844301,0.8879372578317581
W1,forest_plot,ETTh2,192,11,3.669022901220789,4.109266388476761,0.44024348725597173,10.713432657724653,0.1645971910962254,0.0027535139173835003,0.06346957249331975
W1,forest_plot,ETTh2,192,13,3.653478631752333,4.139128792542566,0.48565016079023327,11.733149296181,0.16903854075011793,0.0049861169035689,1.8749109903707404
W1,forest_plot,ETTh2,192,17,3.6493820503429393,4.073861769400936,0.42447971905799653,10.41959062642463,0.19363209146773963,0.0018669071764197001,0.7972197388194987
W1,forest_plot,ETTh2,192,19,3.6404511897300766,4.030858930204574,0.39040774047449744,9.685472680500965,0.19588786950132442,0.004886273823597499,0.967138576033971
W1,forest_plot,ETTh2,192,23,3.6403629061287104,3.99368896915326,0.3533260630245496,8.847110171913604,0.17560269259384464,0.0058386788644601995,-0.5017839409565743
W1,forest_plot,ETTh2,336,42,3.7126252843608114,4.008852461245023,0.2962271768842113,7.389325991613383,0.11742957892651718,-0.0040570847264278995,-2.643681759277052
W1,forest_plot,ETTh2,336,2,3.6998018572565456,4.084546408526083,0.3847445512695371,9.4195171945267,0.1303405851429682,0.0056269318636418,0.8166143358889754
W1,forest_plot,ETTh2,336,3,3.751373675200695,4.132710042739907,0.3813363675392121,9.22727129644918,0.1279069897335765,0.0038561272707958003,0.29647120809675936
W1,forest_plot,ETTh2,336,5,3.7484371743434624,4.181575398691432,0.43313822434797,10.358254558401956,0.14530968303964664,0.008907290223332,2.530301021437978
W1,forest_plot,ETTh2,336,7,3.7320088188418814,4.0309112169902495,0.29890239814836805,7.415256304542196,0.17763564410224186,0.00048257836531550007,0.32455708853626797
W1,forest_plot,ETTh2,336,11,3.7362823084700687,4.205520117635733,0.4692378091656644,11.157664118593287,0.1297031393491519,-0.0087195652070095,-0.5919694375511337
W1,forest_plot,ETTh2,336,13,3.739994943788752,4.132229798166892,0.39223485437814043,9.492087166888458,0.11208298571057129,-0.0077626735999646,-2.128855887850599
W1,forest_plot,ETTh2,336,17,3.7237456289869497,4.155387387355029,0.4316417583680794,10.387521502365303,0.0842485948684022,-0.0008658224221937002,-1.3466830231379994
W1,forest_plot,ETTh2,336,19,3.738603823146784,4.206902943870989,0.4682991207242049,11.131683496679356,0.14350976034810126,0.007130563155126099,2.6534085852276927
W1,forest_plot,ETTh2,336,23,3.688463505445846,4.220137078467898,0.5316735730220521,12.598490597255049,0.07694994801878485,0.000710374690416,0.08983786862911283
W1,forest_plot,ETTh2,720,42,3.635312374918065,4.01291716596645,0.3776047910483853,9.409733005476701,0.21255133831408202,0.0092982119036293,-0.01931480809230801
W1,forest_plot,ETTh2,720,2,3.64570688664189,4.005132243703169,0.35942535706127954,8.974119584349921,0.250198960786569,0.0062731907330481,0.34013082164935904
W1,forest_plot,ETTh2,720,3,3.6351350312686654,4.060537010720342,0.42540197945167657,10.476495555355372,0.21078379241358414,-0.0093332309459788,-3.182840790034112
W1,forest_plot,ETTh2,720,5,3.6463860374394255,4.007632126941366,0.3612460895019405,9.013953328536775,0.2413230644335983,0.0031374354447308,-0.465873579197545
W1,forest_plot,ETTh2,720,7,3.6234168179979904,4.021847664503793,0.3984308465058022,9.906661806768351,0.23507632181775517,-0.0064640605196058,-2.148336945416309
W1,forest_plot,ETTh2,720,11,3.632196452091951,4.496238407886824,0.8640419557948729,19.216996017810406,0.33472319089102276,0.0049524573624527,5.227616752631404
W1,forest_plot,ETTh2,720,13,3.6419929259313752,3.989521965703603,0.34752903977222793,8.711044650456932,0.24812386376600537,0.0032384394194875,-0.34405828206574063
W1,forest_plot,ETTh2,720,17,3.665933550168427,4.431918435196586,0.7659848850281588,17.28337053644766,0.27689809074411165,-5.970663244819936e-05,2.1945376717700906
W1,forest_plot,ETTh2,720,19,3.642451012569323,3.9899266479556856,0.34747563538636284,8.70882264375458,0.2644039041397661,-0.00018258112528660002,-0.5239980954315853
W1,forest_plot,ETTh2,720,23,3.665134037371874,4.035938227790416,0.3708041904185415,9.187558616860901,0.20537522412985,0.0049200967793571,-1.0778627458132437
