experiment_type,dataset,plot_type,horizon,seed,mode,grad_align_s,grad_align_m,grad_align_d,grad_align_mean
W1,ETTh1,grad_align_bar,336,2,last_layer,0.0009889188546414,0.0003150533067586,-0.0036576454978431,-0.0011949988815327
W1,ETTh1,grad_align_bar,336,3,per_layer,0.0106024341118792,0.0035428333747612,0.0008544929297132,0.0044077162517743
W1,ETTh1,grad_align_bar,336,3,last_layer,0.0035190234408325,0.0040380102957084,0.0016754137116276,0.0028771869439949
W1,ETTh1,grad_align_bar,336,5,per_layer,-0.0048219286732499,-0.0105771127034704,-0.0022599406020245,-0.0053682720799306
W1,ETTh1,grad_align_bar,336,5,last_layer,-0.0012165543270647,-0.0033966644015026,0.0063002446424348,0.0013820423528814
W1,ETTh1,grad_align_bar,336,7,per_layer,-0.0175147332426526,-0.0108201369005419,0.0052889068969204,-0.0058290027993754
W1,ETTh1,grad_align_bar,336,7,last_layer,0.0001127224201925,0.0020034198609989,-0.0030060406232544,-0.0006836910439114
W1,ETTh1,grad_align_bar,336,11,per_layer,0.0008835585992118,-0.0070646649645096,0.0034298579813381,-0.0002960912552258
W1,ETTh1,grad_align_bar,336,11,last_layer,0.0040314990172154,-0.0024509946566575,-0.0032320835270863,-0.0009336059800204
W1,ETTh1,grad_align_bar,336,13,per_layer,0.004805883125673,-0.0153344006310999,0.0037765674272733,-0.0013896189612905
W1,ETTh1,grad_align_bar,336,13,last_layer,0.0007963527741124,0.0025188191526366,0.0016854834290471,0.0016695420200913
W1,ETTh1,grad_align_bar,336,17,per_layer,0.005087299115421,-0.0022632978094741,-0.0029946505046467,-0.0004765641288637
W1,ETTh1,grad_align_bar,336,17,last_layer,0.0031621270650123,-0.0008888856029426,-0.0002168039408882,0.0005565815859249
W1,ETTh1,grad_align_bar,336,19,per_layer,-0.0099347205149766,0.0078191587192417,-0.0017442124638185,-0.0013519658547036
W1,ETTh1,grad_align_bar,336,19,last_layer,-0.0009817281184332,-0.0016878901081557,0.0064506066312664,0.0020017976343744
W1,ETTh1,grad_align_bar,336,23,per_layer,0.0174685394694619,-0.0117736432439287,-0.000503997890208,0.0014111141114917
W1,ETTh1,grad_align_bar,336,23,last_layer,0.0003135654168336,-0.0042051939716509,0.0010692586238796,-0.0006536401768565
W1,ETTh1,grad_align_bar,720,42,per_layer,-0.014124659320591,0.0060417521574012,0.0030042490762215,-0.0010218667282449
W1,ETTh1,grad_align_bar,720,42,last_layer,0.004921539725805,-0.0007788235647099,0.0064739536341524,0.0039581847463782
W1,ETTh1,grad_align_bar,720,2,per_layer,-0.0064263956326724,0.0009416532250925,-0.0007784464754239,-0.0019006891773473
W1,ETTh1,grad_align_bar,720,2,last_layer,0.0002301242191443,-0.0004254033325515,0.0020091749508687,0.0008052809465417
W1,ETTh1,grad_align_bar,720,3,per_layer,0.0016329646014856,0.0001048170841987,-0.0107429934859852,-0.0041076310123695
W1,ETTh1,grad_align_bar,720,3,last_layer,-0.0085231987079301,0.0045125860264666,-0.0031363448186654,-0.002490037116989
W1,ETTh1,grad_align_bar,720,5,per_layer,0.0022204093824325,-0.0072796293002049,-0.0021322830827977,-0.0023593270119911
W1,ETTh1,grad_align_bar,720,5,last_layer,-0.0017622621182484,0.0068108972583302,0.0040397007825426,0.0031737675182558
W1,ETTh1,grad_align_bar,720,7,per_layer,-0.0121461808642879,-0.0018278410182113,0.003054200581732,-0.0026836345742575
W1,ETTh1,grad_align_bar,720,7,last_layer,-0.0052375176546315,0.0063834794595306,-0.0100115112565401,-0.0039632300228317
W1,ETTh1,grad_align_bar,720,11,per_layer,0.0124650588350269,0.000815406418326,0.0082539795146022,0.0073318384357875
W1,ETTh1,grad_align_bar,720,11,last_layer,0.0047483444000481,0.0015426505843394,-0.0069154136605213,-0.0011663215732555
W1,ETTh1,grad_align_bar,720,13,per_layer,-0.0089238024990773,-0.0055154830330139,-0.0004452236396678,-0.0043163202833123
W1,ETTh1,grad_align_bar,720,13,last_layer,-0.0037314097945043,0.0097512026594805,-0.007215829917443,-0.0013725577174823
W1,ETTh1,grad_align_bar,720,17,per_layer,-0.0049308110074582,-0.0019750157462962,-0.0010219192205586,-0.002411058738455
W1,ETTh1,grad_align_bar,720,17,last_layer,-0.0066379188412042,-0.0044952510997153,0.0107528478340159,0.0014274576600298
W1,ETTh1,grad_align_bar,720,19,per_layer,-0.0001832639794861,0.0034522762098617,0.0061853407818357,0.0035848638294654
W1,ETTh1,grad_align_bar,720,19,last_layer,0.0081227334562314,-0.0026346784705724,-0.0056722076227462,-0.0008629304138458
W1,ETTh1,grad_align_bar,720,23,per_layer,-0.0060862003556748,-0.0074247483727121,-0.001353204958377,-0.004440216047415
W1,ETTh1,grad_align_bar,720,23,last_layer,-0.0024047128051084485,-0.005673353646805473,0.008196470791981205,0.0012047542103022536
