experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,rmse_knockout,delta_rmse
W1,ETTm1,knockout_curve,96,42,per_layer,0,2.5734885813478168,0.0008387854480962
W1,ETTm1,knockout_curve,96,42,per_layer,1,2.5718315745329465,-0.000818221366774
W1,ETTm1,knockout_curve,96,42,per_layer,2,2.5722733057621925,-0.000376490137528
W1,ETTm1,knockout_curve,96,42,per_layer,3,2.572642721028213,-7.0748715077506574e-06
W1,ETTm1,knockout_curve,96,42,per_layer,4,2.5725961308439613,-5.36650557592111e-05
W1,ETTm1,knockout_curve,96,42,per_layer,5,2.57226981935258,-0.0003799765471406
W1,ETTm1,knockout_curve,96,42,per_layer,6,2.5727974519570247,0.0001476560573041
W1,ETTm1,knockout_curve,96,42,last_layer,0,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,1,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,2,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,3,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,4,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,5,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,42,last_layer,6,2.6977463696482165,0.0
W1,ETTm1,knockout_curve,96,2,per_layer,0,2.572940279941897,-1.3404398712335563e-05
W1,ETTm1,knockout_curve,96,2,per_layer,1,2.5723569082285493,-0.0005967761120602
W1,ETTm1,knockout_curve,96,2,per_layer,2,2.573014780823613,6.109648300389736e-05
W1,ETTm1,knockout_curve,96,2,per_layer,3,2.572835996777844,-0.0001176875627661
W1,ETTm1,knockout_curve,96,2,per_layer,4,2.5724837313607662,-0.0004699529798433
W1,ETTm1,knockout_curve,96,2,per_layer,5,2.5724180686914555,-0.000535615649154
W1,ETTm1,knockout_curve,96,2,per_layer,6,2.5724289229354524,-0.0005247614051571
W1,ETTm1,knockout_curve,96,2,last_layer,0,2.6805325723236777,0.0
W1,ETTm1,knockout_curve,96,2,last_layer,1,2.6805325723236777,0.0
W1,ETTm1,knockout_curve,96,2,last_layer,2,2.6805325723236777,0.0
