experiment_type,dataset,plot_type,horizon,seed,mode,w1_knockout_base_rmse,w1_knockout_delta_mean,w1_knockout_delta_max,w1_knockout_delta_min
W1,ETTm1,knockout_curve,192,11,last_layer,2.92778981158047,0.0,0.0,0.0
W1,ETTm1,knockout_curve,192,13,per_layer,2.7865597417724333,-0.0002595333255458,0.0002174019595333,-0.0008687354635026
W1,ETTm1,knockout_curve,192,13,last_layer,2.913288555331666,0.0,0.0,0.0
W1,ETTm1,knockout_curve,192,17,per_layer,2.793683033861412,2.003966046875456e-05,0.0002440312550633,-0.0006252314339709
W1,ETTm1,knockout_curve,192,17,last_layer,2.9020304289846783,0.0,0.0,0.0
W1,ETTm1,knockout_curve,192,19,per_layer,2.7876422045649614,7.293474414396936e-05,0.0004173265660631,-0.0006179882380874
W1,ETTm1,knockout_curve,192,19,last_layer,2.888871032969478,0.0,0.0,0.0
W1,ETTm1,knockout_curve,192,23,per_layer,2.7961215558553545,-0.0001538580688464,0.0002277002496859,-0.0010939506890221
W1,ETTm1,knockout_curve,192,23,last_layer,2.9145129871296453,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,42,per_layer,2.966243367927354,-4.368229328160263e-06,0.0004296301532766,-0.0009397882206543
W1,ETTm1,knockout_curve,336,42,last_layer,3.0859082263806767,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,2,per_layer,2.9693950543346723,-1.6637202448726337e-06,0.000616468406676,-0.0004210280374818
W1,ETTm1,knockout_curve,336,2,last_layer,3.0633014144757325,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,3,per_layer,2.9747380995732207,0.0004248579768634,0.0012111698917749,-0.0005746729626694
W1,ETTm1,knockout_curve,336,3,last_layer,3.0688613623215293,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,5,per_layer,2.965905113527247,0.0001350084221348,0.0010369098603688,-0.0004154997024579
W1,ETTm1,knockout_curve,336,5,last_layer,3.1072925994792704,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,7,per_layer,2.966809298833199,2.734082646498643e-05,0.0002327825368912,-0.000237634168835
W1,ETTm1,knockout_curve,336,7,last_layer,3.077658756165229,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,11,per_layer,2.9678644156962104,0.0002644029460431,0.0007535279182904,-0.0006151223779298
W1,ETTm1,knockout_curve,336,11,last_layer,3.081425262344778,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,13,per_layer,2.96842766178497,-8.943533441601354e-05,0.0005324292204518,-0.000955423522627
W1,ETTm1,knockout_curve,336,13,last_layer,3.0898445075578502,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,17,per_layer,2.97057925495684,0.0002968255353273,0.0007132956607098,-6.115121978300664e-05
W1,ETTm1,knockout_curve,336,17,last_layer,3.0857582631414195,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,19,per_layer,2.9694386957013243,0.0001959196048222,0.0006853735102061,-0.0003445275069355
W1,ETTm1,knockout_curve,336,19,last_layer,3.0758190427694845,0.0,0.0,0.0
W1,ETTm1,knockout_curve,336,23,per_layer,2.975965213083,0.0002290778565644,0.0006613452943904,-0.0001781834361178
W1,ETTm1,knockout_curve,336,23,last_layer,3.09154327255338,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,42,per_layer,3.1949215598041403,-4.477664106421793e-05,0.0008135575460146,-0.0022626040260238
W1,ETTm1,knockout_curve,720,42,last_layer,3.327088287053333,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,2,per_layer,3.189637974031128,8.588640598317099e-05,0.0008384175299029,-0.0007197231729842
W1,ETTm1,knockout_curve,720,2,last_layer,3.3573950804413983,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,3,per_layer,3.193152400264711,0.0005122014730431,0.0016075334370264,-0.0016142587815375
W1,ETTm1,knockout_curve,720,3,last_layer,3.3149255208582376,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,5,per_layer,3.183604154007898,0.0001659358425585,0.0010566605693247,-0.000548995977307
W1,ETTm1,knockout_curve,720,5,last_layer,3.3345476762854984,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,7,per_layer,3.202170441928068,-8.756973622433708e-05,0.0009657686628705,-0.0014809128850985
W1,ETTm1,knockout_curve,720,7,last_layer,3.337485201119932,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,11,per_layer,3.1885907582217348,0.0005855733283105,0.0015845405972538,-0.0008167094776712
W1,ETTm1,knockout_curve,720,11,last_layer,3.355280426181579,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,13,per_layer,3.201654302843884,-2.3939265260151744e-05,0.0007964412082306,-0.0021470841471504
W1,ETTm1,knockout_curve,720,13,last_layer,3.3088317100267592,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,17,per_layer,3.1945755880437607,0.0006134656710962,0.0012095629879858,-0.0004502617468538
W1,ETTm1,knockout_curve,720,17,last_layer,3.3193829907532915,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,19,per_layer,3.2086662872807703,2.999167684038438e-05,0.0009971351089368,-0.0021730559813595
W1,ETTm1,knockout_curve,720,19,last_layer,3.330380515765963,0.0,0.0,0.0
W1,ETTm1,knockout_curve,720,23,per_layer,3.194926061191179,0.0004124173586657,0.0011170666364548,-0.0002794169307551
W1,ETTm1,knockout_curve,720,23,last_layer,3.32346374884139,0.0,0.0,0.0
