experiment_type,dataset,plot_type,horizon,seed,mode,depth_cnn,depth_gru,cka_s,cka_m,cka_d,cka_diag_mean,cka_full_mean,n_pairs,nan_frac
W1,ETTm1,cka_heatmap,192,5,per_layer,7,7,0.9843696362344552,0.9861071612174872,0.9600969796361304,0.9722729671523472,0.9650335350438426,49,0.0
W1,ETTm1,cka_heatmap,192,5,last_layer,7,7,0.971817507809384,0.9378865657857194,0.9148912571555078,0.9377948142066136,0.937636860811664,49,0.0
W1,ETTm1,cka_heatmap,192,7,per_layer,7,7,0.9849810634887484,0.9859532567130922,0.9528334992385764,0.9724576658708524,0.9667489832275618,49,0.0
W1,ETTm1,cka_heatmap,192,7,last_layer,7,7,0.9747811760745988,0.923153370820712,0.924624615882096,0.9386521772780484,0.9381806546617868,49,0.0
W1,ETTm1,cka_heatmap,192,11,per_layer,7,7,0.9906260290229416,0.9898106725710788,0.9725218378434578,0.9834516608699816,0.974554638526928,49,0.0
W1,ETTm1,cka_heatmap,192,11,last_layer,7,7,0.9831213736437564,0.9263046503708648,0.9305517567998466,0.9448821124025548,0.9441503562181636,49,0.0
W1,ETTm1,cka_heatmap,192,13,per_layer,7,7,0.9817875997716312,0.9877564032620274,0.972742107087019,0.9820324089736392,0.9731587067874274,49,0.0
W1,ETTm1,cka_heatmap,192,13,last_layer,7,7,0.9696548141035084,0.9248429494577652,0.9017013283613156,0.9278949484785878,0.9278595103779548,49,0.0
W1,ETTm1,cka_heatmap,192,17,per_layer,7,7,0.9869403854001422,0.984763355940644,0.9469611137352002,0.9695378765355274,0.960964236918692,49,0.0
W1,ETTm1,cka_heatmap,192,17,last_layer,7,7,0.971976954437488,0.9460749093218936,0.953362439292794,0.9567490068354966,0.956525881862531,49,0.0
W1,ETTm1,cka_heatmap,192,19,per_layer,7,7,0.9870959001017556,0.9902134223630314,0.9730574863562276,0.9836194989115804,0.9735509349533736,49,0.0
W1,ETTm1,cka_heatmap,192,19,last_layer,7,7,0.9677857202164744,0.922614910148711,0.8863807452109722,0.9198607465545852,0.92143361673434,49,0.0
W1,ETTm1,cka_heatmap,192,23,per_layer,7,7,0.988435398926957,0.991385179595874,0.9796582088678784,0.9864088494481864,0.9769612452048804,49,0.0
W1,ETTm1,cka_heatmap,192,23,last_layer,7,7,0.976231337721484,0.9520517946722772,0.9526643058905476,0.9594034860628964,0.95909517401287,49,0.0
W1,ETTm1,cka_heatmap,336,42,per_layer,7,7,0.9870767077004516,0.9852041090397023,0.9547904075565709,0.9769493321210928,0.9447138398260968,49,0.0
W1,ETTm1,cka_heatmap,336,42,last_layer,7,7,0.9869824710369318,0.9842628143393736,0.968849401957271,0.9783984823037822,0.9782238918810632,49,0.0
W1,ETTm1,cka_heatmap,336,2,per_layer,7,7,0.988082443347642,0.988969508337113,0.967470773662154,0.982646002273718,0.951641657609405,49,0.0
W1,ETTm1,cka_heatmap,336,2,last_layer,7,7,0.983807412601127,0.974644811322894,0.9563124489481508,0.9698672034458156,0.9697845766795902,49,0.0
W1,ETTm1,cka_heatmap,336,3,per_layer,7,7,0.990858025825616,0.990878360529712,0.9737726152833416,0.9864709105736994,0.964339738068146,49,0.0
W1,ETTm1,cka_heatmap,336,3,last_layer,7,7,0.9865962073587689,0.9695737408701712,0.9183538678388226,0.9532694235506356,0.9506685422919938,49,0.0
W1,ETTm1,cka_heatmap,336,5,per_layer,7,7,0.9898815354359922,0.9915784259451972,0.9628958483811324,0.981529053296979,0.9571290062659868,49,0.0
W1,ETTm1,cka_heatmap,336,5,last_layer,7,7,0.978205832803558,0.970746456128004,0.9423618076287958,0.960578458590832,0.9615570239302652,49,0.0
W1,ETTm1,cka_heatmap,336,7,per_layer,7,7,0.9880017610325008,0.9870249719975164,0.9466196028934486,0.9745192106124916,0.9425484353456486,49,0.0
W1,ETTm1,cka_heatmap,336,7,last_layer,7,7,0.982743083653707,0.964592153655892,0.9408476454345222,0.9594804866952084,0.9607907799230888,49,0.0
W1,ETTm1,cka_heatmap,336,11,per_layer,7,7,0.9933653920386456,0.9882399251092386,0.9645132379156296,0.9818254251277748,0.9569327910999936,49,0.0
W1,ETTm1,cka_heatmap,336,11,last_layer,7,7,0.9811333466411378,0.9513643309222471,0.9426331136941624,0.9563461887085788,0.9562812341206576,49,0.0
W1,ETTm1,cka_heatmap,336,13,per_layer,7,7,0.9872717341151284,0.9903906862079128,0.9800554287546052,0.986873905677015,0.9675396880135826,49,0.0
W1,ETTm1,cka_heatmap,336,13,last_layer,7,7,0.9810021686215452,0.9605894032526088,0.9261685683240628,0.9519840924917324,0.9512106510219606,49,0.0
W1,ETTm1,cka_heatmap,336,17,per_layer,7,7,0.9888059658501022,0.9887204103695372,0.944290318838873,0.9727987586560632,0.9403617194428624,49,0.0
W1,ETTm1,cka_heatmap,336,17,last_layer,7,7,0.9778095684099444,0.9621865196048774,0.9662345439346652,0.9683284283951654,0.9680917691011404,49,0.0
W1,ETTm1,cka_heatmap,336,19,per_layer,7,7,0.9869559053398383,0.9869370970680416,0.9546132615921676,0.9769414722047572,0.9553822383862128,49,0.0
W1,ETTm1,cka_heatmap,336,19,last_layer,7,7,0.9803612283927932,0.9521747642678332,0.9073324559473332,0.9408613000560452,0.9409727468219524,49,0.0
W1,ETTm1,cka_heatmap,336,23,per_layer,7,7,0.9868128842508784,0.9875806321779104,0.9674782888554688,0.9818565398523512,0.9476951035350648,49,0.0
W1,ETTm1,cka_heatmap,336,23,last_layer,7,7,0.9817275294272786,0.9727013622615488,0.941319271172434,0.961887181207386,0.962777000589336,49,0.0
W1,ETTm1,cka_heatmap,720,42,per_layer,7,7,0.9852124931273254,0.9821546659086976,0.9755142603665882,0.983955351330394,0.9659087972528444,49,0.0
W1,ETTm1,cka_heatmap,720,42,last_layer,7,7,0.9838676212221537,0.9497902513514486,0.9547157070035924,0.9615842458646536,0.9610710501959454,49,0.0
W1,ETTm1,cka_heatmap,720,2,per_layer,7,7,0.9912534186147836,0.9850567180416754,0.9707939590396496,0.9840072837724748,0.9636301532327816,49,0.0
W1,ETTm1,cka_heatmap,720,2,last_layer,7,7,0.983190943996092,0.9685451318708356,0.9625235657049986,0.9702201888643456,0.9691174954591228,49,0.0
W1,ETTm1,cka_heatmap,720,3,per_layer,7,7,0.9917942352228826,0.985707481931746,0.9786433757965036,0.9853014468766786,0.9749745603202572,49,0.0
W1,ETTm1,cka_heatmap,720,3,last_layer,7,7,0.9872257719050525,0.9884634549672274,0.9790265287639136,0.984309395921946,0.98253323507504,49,0.0
W1,ETTm1,cka_heatmap,720,5,per_layer,7,7,0.9837481488121572,0.9832070035511972,0.9683104926124864,0.979575585273477,0.9676048652957012,49,0.0
W1,ETTm1,cka_heatmap,720,5,last_layer,7,7,0.9804319096232206,0.9759912420638294,0.9830703958027356,0.9804631100945842,0.9782934789539806,49,0.0
W1,ETTm1,cka_heatmap,720,7,per_layer,7,7,0.9850082618804632,0.9862526101594548,0.974364732581152,0.9832275942927984,0.967116947302561,49,0.0
W1,ETTm1,cka_heatmap,720,7,last_layer,7,7,0.9847604396400736,0.9718211218711956,0.9757437026392884,0.9775402200818356,0.9749327343328243,49,0.0
W1,ETTm1,cka_heatmap,720,11,per_layer,7,7,0.993183384428896,0.9828591315245934,0.9794301239054236,0.984897397762904,0.9689022901387097,49,0.0
W1,ETTm1,cka_heatmap,720,11,last_layer,7,7,0.9819103759379972,0.9708918736366182,0.9757901523407332,0.976418699996094,0.9746748034024146,49,0.0
W1,ETTm1,cka_heatmap,720,13,per_layer,7,7,0.9918366011961784,0.989483556847764,0.9815947884934964,0.9878005306633,0.9713503751319856,49,0.0
W1,ETTm1,cka_heatmap,720,13,last_layer,7,7,0.988160370258324,0.9859903950077724,0.9790679787222282,0.9841417442218292,0.97998283941189,49,0.0
W1,ETTm1,cka_heatmap,720,17,per_layer,7,7,0.9901361153144824,0.9898187506459843,0.9732677978762456,0.985142744347232,0.9701319635506446,49,0.0
W1,ETTm1,cka_heatmap,720,17,last_layer,7,7,0.9820991481088228,0.9755630076483952,0.95216524670578,0.9677773739793804,0.964425487004892,49,0.0
W1,ETTm1,cka_heatmap,720,19,per_layer,7,7,0.986753170980312,0.9936633651346726,0.9675739580068498,0.9819919322203428,0.9673981123892116,49,0.0
W1,ETTm1,cka_heatmap,720,19,last_layer,7,7,0.9762600785321311,0.9451823475848125,0.9662696754729704,0.9635080129306977,0.9608784564918754,49,0.0
W1,ETTm1,cka_heatmap,720,23,per_layer,7,7,0.9895979347444804,0.9820480077964884,0.9715080232184206,0.9809774748774178,0.9640254357637492,49,0.0
W1,ETTm1,cka_heatmap,720,23,last_layer,7,7,0.9804514070206397,0.9678308831703197,0.966737672787271,0.9712482881666871,0.9693187933363977,49,0.0
