experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,depth_bin,grad_align_value
W1,ETTm2,grad_align_bar,96,42,per_layer,0,S,-0.014618
W1,ETTm2,grad_align_bar,96,42,per_layer,1,S,-0.00658
W1,ETTm2,grad_align_bar,96,42,per_layer,2,M,-0.003755
W1,ETTm2,grad_align_bar,96,42,per_layer,3,M,-0.003534
W1,ETTm2,grad_align_bar,96,42,per_layer,4,D,-0.000283
W1,ETTm2,grad_align_bar,96,42,per_layer,5,D,0.007391
W1,ETTm2,grad_align_bar,96,42,per_layer,6,D,0.001926
W1,ETTm2,grad_align_bar,96,42,last_layer,0,S,-0.02216
W1,ETTm2,grad_align_bar,96,42,last_layer,1,S,-0.003847
W1,ETTm2,grad_align_bar,96,42,last_layer,2,M,0.005005
W1,ETTm2,grad_align_bar,96,42,last_layer,3,M,0.002446
W1,ETTm2,grad_align_bar,96,42,last_layer,4,D,0.00281
W1,ETTm2,grad_align_bar,96,42,last_layer,5,D,0.041742
W1,ETTm2,grad_align_bar,96,42,last_layer,6,D,-0.004928
W1,ETTm2,grad_align_bar,96,2,per_layer,0,S,-0.028062
W1,ETTm2,grad_align_bar,96,2,per_layer,1,S,0.001748
W1,ETTm2,grad_align_bar,96,2,per_layer,2,M,-0.001411
W1,ETTm2,grad_align_bar,96,2,per_layer,3,M,0.009137
W1,ETTm2,grad_align_bar,96,2,per_layer,4,D,-0.01009
W1,ETTm2,grad_align_bar,96,2,per_layer,5,D,-0.005619
W1,ETTm2,grad_align_bar,96,2,per_layer,6,D,-0.00524
W1,ETTm2,grad_align_bar,96,2,last_layer,0,S,-0.016146
W1,ETTm2,grad_align_bar,96,2,last_layer,1,S,0.02824
W1,ETTm2,grad_align_bar,96,2,last_layer,2,M,0.00208
W1,ETTm2,grad_align_bar,96,2,last_layer,3,M,-0.001456
W1,ETTm2,grad_align_bar,96,2,last_layer,4,D,0.007871
W1,ETTm2,grad_align_bar,96,2,last_layer,5,D,0.00079
W1,ETTm2,grad_align_bar,96,2,last_layer,6,D,0.010329
W1,ETTm2,grad_align_bar,96,3,per_layer,0,S,0.002645
W1,ETTm2,grad_align_bar,96,3,per_layer,1,S,0.008616
W1,ETTm2,grad_align_bar,96,3,per_layer,2,M,0.009209
W1,ETTm2,grad_align_bar,96,3,per_layer,3,M,0.00615
W1,ETTm2,grad_align_bar,96,3,per_layer,4,D,0.006419
W1,ETTm2,grad_align_bar,96,3,per_layer,5,D,-0.003485
W1,ETTm2,grad_align_bar,96,3,per_layer,6,D,-0.01201
W1,ETTm2,grad_align_bar,96,3,last_layer,0,S,0.017127
W1,ETTm2,grad_align_bar,96,3,last_layer,1,S,0.015658
W1,ETTm2,grad_align_bar,96,3,last_layer,2,M,-0.004076
W1,ETTm2,grad_align_bar,96,3,last_layer,3,M,0.005376
W1,ETTm2,grad_align_bar,96,3,last_layer,4,D,0.006915
W1,ETTm2,grad_align_bar,96,3,last_layer,5,D,0.001047
W1,ETTm2,grad_align_bar,96,3,last_layer,6,D,0.002187
W1,ETTm2,grad_align_bar,96,5,per_layer,0,S,0.022286
W1,ETTm2,grad_align_bar,96,5,per_layer,1,S,-0.008356
W1,ETTm2,grad_align_bar,96,5,per_layer,2,M,0.018721
W1,ETTm2,grad_align_bar,96,5,per_layer,3,M,-0.007476
W1,ETTm2,grad_align_bar,96,5,per_layer,4,D,0.002175
W1,ETTm2,grad_align_bar,96,5,per_layer,5,D,0.001509
W1,ETTm2,grad_align_bar,96,5,per_layer,6,D,-0.002194
W1,ETTm2,grad_align_bar,96,5,last_layer,0,S,0.022139
W1,ETTm2,grad_align_bar,96,5,last_layer,1,S,-0.025862
W1,ETTm2,grad_align_bar,96,5,last_layer,2,M,0.001874
W1,ETTm2,grad_align_bar,96,5,last_layer,3,M,0.001883
W1,ETTm2,grad_align_bar,96,5,last_layer,4,D,0.010642
W1,ETTm2,grad_align_bar,96,5,last_layer,5,D,-0.016632
W1,ETTm2,grad_align_bar,96,5,last_layer,6,D,0.022934
W1,ETTm2,grad_align_bar,96,7,per_layer,0,S,-0.002843
W1,ETTm2,grad_align_bar,96,7,per_layer,1,S,-0.010633
W1,ETTm2,grad_align_bar,96,7,per_layer,2,M,0.003602
W1,ETTm2,grad_align_bar,96,7,per_layer,3,M,0.017249
W1,ETTm2,grad_align_bar,96,7,per_layer,4,D,-0.010548
W1,ETTm2,grad_align_bar,96,7,per_layer,5,D,0.004139
W1,ETTm2,grad_align_bar,96,7,per_layer,6,D,-0.017362
W1,ETTm2,grad_align_bar,96,7,last_layer,0,S,-0.003611
W1,ETTm2,grad_align_bar,96,7,last_layer,1,S,0.01297
W1,ETTm2,grad_align_bar,96,7,last_layer,2,M,0.001345
W1,ETTm2,grad_align_bar,96,7,last_layer,3,M,0.01025
W1,ETTm2,grad_align_bar,96,7,last_layer,4,D,0.009754
W1,ETTm2,grad_align_bar,96,7,last_layer,5,D,0.016136
W1,ETTm2,grad_align_bar,96,7,last_layer,6,D,0.03824
W1,ETTm2,grad_align_bar,96,11,per_layer,0,S,0.018727
W1,ETTm2,grad_align_bar,96,11,per_layer,1,S,-0.007117
W1,ETTm2,grad_align_bar,96,11,per_layer,2,M,-0.022174
W1,ETTm2,grad_align_bar,96,11,per_layer,3,M,-0.013341
W1,ETTm2,grad_align_bar,96,11,per_layer,4,D,0.005724
W1,ETTm2,grad_align_bar,96,11,per_layer,5,D,0.004672
W1,ETTm2,grad_align_bar,96,11,per_layer,6,D,0.00384
W1,ETTm2,grad_align_bar,96,11,last_layer,0,S,-0.003543
W1,ETTm2,grad_align_bar,96,11,last_layer,1,S,-0.004165
W1,ETTm2,grad_align_bar,96,11,last_layer,2,M,0.010746
W1,ETTm2,grad_align_bar,96,11,last_layer,3,M,-0.009705
W1,ETTm2,grad_align_bar,96,11,last_layer,4,D,0.012488
W1,ETTm2,grad_align_bar,96,11,last_layer,5,D,0.017774
W1,ETTm2,grad_align_bar,96,11,last_layer,6,D,0.003347
