experiment_type,dataset,plot_type,horizon,seed,mode,cnn_layer,gru_layer,cnn_depth_bin,gru_depth_bin,cka_value
W1,ETTm2,cka_heatmap,96,2,per_layer,3,4,M,D,0.948884
W1,ETTm2,cka_heatmap,96,2,per_layer,3,5,M,D,0.899939
W1,ETTm2,cka_heatmap,96,2,per_layer,3,6,M,D,0.830256
W1,ETTm2,cka_heatmap,96,2,per_layer,4,4,D,D,0.965973
W1,ETTm2,cka_heatmap,96,2,per_layer,4,5,D,D,0.933892
W1,ETTm2,cka_heatmap,96,2,per_layer,4,6,D,D,0.876742
W1,ETTm2,cka_heatmap,96,2,per_layer,5,5,D,D,0.938729
W1,ETTm2,cka_heatmap,96,2,per_layer,5,6,D,D,0.893588
W1,ETTm2,cka_heatmap,96,2,per_layer,6,6,D,D,0.872655
W1,ETTm2,cka_heatmap,96,2,last_layer,0,0,S,S,0.983675
W1,ETTm2,cka_heatmap,96,2,last_layer,0,1,S,S,0.957978
W1,ETTm2,cka_heatmap,96,2,last_layer,0,2,S,M,0.96322
W1,ETTm2,cka_heatmap,96,2,last_layer,0,3,S,M,0.973603
W1,ETTm2,cka_heatmap,96,2,last_layer,0,4,S,D,0.975454
W1,ETTm2,cka_heatmap,96,2,last_layer,0,5,S,D,0.954363
W1,ETTm2,cka_heatmap,96,2,last_layer,0,6,S,D,0.898906
W1,ETTm2,cka_heatmap,96,2,last_layer,1,1,S,S,0.956953
W1,ETTm2,cka_heatmap,96,2,last_layer,1,2,S,M,0.962334
W1,ETTm2,cka_heatmap,96,2,last_layer,1,3,S,M,0.973027
W1,ETTm2,cka_heatmap,96,2,last_layer,1,4,S,D,0.975204
W1,ETTm2,cka_heatmap,96,2,last_layer,1,5,S,D,0.954259
W1,ETTm2,cka_heatmap,96,2,last_layer,1,6,S,D,0.898568
W1,ETTm2,cka_heatmap,96,2,last_layer,2,2,M,M,0.959421
W1,ETTm2,cka_heatmap,96,2,last_layer,2,3,M,M,0.971312
W1,ETTm2,cka_heatmap,96,2,last_layer,2,4,M,D,0.974342
W1,ETTm2,cka_heatmap,96,2,last_layer,2,5,M,D,0.954621
W1,ETTm2,cka_heatmap,96,2,last_layer,2,6,M,D,0.90035
W1,ETTm2,cka_heatmap,96,2,last_layer,3,3,M,M,0.967491
W1,ETTm2,cka_heatmap,96,2,last_layer,3,4,M,D,0.971786
W1,ETTm2,cka_heatmap,96,2,last_layer,3,5,M,D,0.952426
W1,ETTm2,cka_heatmap,96,2,last_layer,3,6,M,D,0.897465
W1,ETTm2,cka_heatmap,96,2,last_layer,4,4,D,D,0.968634
W1,ETTm2,cka_heatmap,96,2,last_layer,4,5,D,D,0.950866
W1,ETTm2,cka_heatmap,96,2,last_layer,4,6,D,D,0.896835
W1,ETTm2,cka_heatmap,96,2,last_layer,5,5,D,D,0.947499
W1,ETTm2,cka_heatmap,96,2,last_layer,5,6,D,D,0.893596
W1,ETTm2,cka_heatmap,96,2,last_layer,6,6,D,D,0.884774
W1,ETTm2,cka_heatmap,96,3,per_layer,0,0,S,S,0.98568
W1,ETTm2,cka_heatmap,96,3,per_layer,0,1,S,S,0.974897
W1,ETTm2,cka_heatmap,96,3,per_layer,0,2,S,M,0.952975
W1,ETTm2,cka_heatmap,96,3,per_layer,0,3,S,M,0.90912
W1,ETTm2,cka_heatmap,96,3,per_layer,0,4,S,D,0.852227
W1,ETTm2,cka_heatmap,96,3,per_layer,0,5,S,D,0.754416
W1,ETTm2,cka_heatmap,96,3,per_layer,0,6,S,D,0.670863
W1,ETTm2,cka_heatmap,96,3,per_layer,1,1,S,S,0.989531
W1,ETTm2,cka_heatmap,96,3,per_layer,1,2,S,M,0.976556
W1,ETTm2,cka_heatmap,96,3,per_layer,1,3,S,M,0.94787
W1,ETTm2,cka_heatmap,96,3,per_layer,1,4,S,D,0.899584
W1,ETTm2,cka_heatmap,96,3,per_layer,1,5,S,D,0.817432
W1,ETTm2,cka_heatmap,96,3,per_layer,1,6,S,D,0.736983
W1,ETTm2,cka_heatmap,96,3,per_layer,2,2,M,M,0.982111
W1,ETTm2,cka_heatmap,96,3,per_layer,2,3,M,M,0.97258
W1,ETTm2,cka_heatmap,96,3,per_layer,2,4,M,D,0.940828
W1,ETTm2,cka_heatmap,96,3,per_layer,2,5,M,D,0.876307
W1,ETTm2,cka_heatmap,96,3,per_layer,2,6,M,D,0.800841
W1,ETTm2,cka_heatmap,96,3,per_layer,3,3,M,M,0.977469
W1,ETTm2,cka_heatmap,96,3,per_layer,3,4,M,D,0.96295
W1,ETTm2,cka_heatmap,96,3,per_layer,3,5,M,D,0.917273
W1,ETTm2,cka_heatmap,96,3,per_layer,3,6,M,D,0.846218
W1,ETTm2,cka_heatmap,96,3,per_layer,4,4,D,D,0.969508
W1,ETTm2,cka_heatmap,96,3,per_layer,4,5,D,D,0.945415
W1,ETTm2,cka_heatmap,96,3,per_layer,4,6,D,D,0.880427
W1,ETTm2,cka_heatmap,96,3,per_layer,5,5,D,D,0.948728
W1,ETTm2,cka_heatmap,96,3,per_layer,5,6,D,D,0.889629
W1,ETTm2,cka_heatmap,96,3,per_layer,6,6,D,D,0.885069
W1,ETTm2,cka_heatmap,96,3,last_layer,0,0,S,S,0.984417
W1,ETTm2,cka_heatmap,96,3,last_layer,0,1,S,S,0.957096
W1,ETTm2,cka_heatmap,96,3,last_layer,0,2,S,M,0.939616
W1,ETTm2,cka_heatmap,96,3,last_layer,0,3,S,M,0.947383
W1,ETTm2,cka_heatmap,96,3,last_layer,0,4,S,D,0.957211
W1,ETTm2,cka_heatmap,96,3,last_layer,0,5,S,D,0.947266
W1,ETTm2,cka_heatmap,96,3,last_layer,0,6,S,D,0.928201
W1,ETTm2,cka_heatmap,96,3,last_layer,1,1,S,S,0.955588
W1,ETTm2,cka_heatmap,96,3,last_layer,1,2,S,M,0.93806
W1,ETTm2,cka_heatmap,96,3,last_layer,1,3,S,M,0.94621
W1,ETTm2,cka_heatmap,96,3,last_layer,1,4,S,D,0.956322
W1,ETTm2,cka_heatmap,96,3,last_layer,1,5,S,D,0.946864
W1,ETTm2,cka_heatmap,96,3,last_layer,1,6,S,D,0.927796
W1,ETTm2,cka_heatmap,96,3,last_layer,2,2,M,M,0.933047
W1,ETTm2,cka_heatmap,96,3,last_layer,2,3,M,M,0.94229
W1,ETTm2,cka_heatmap,96,3,last_layer,2,4,M,D,0.953525
W1,ETTm2,cka_heatmap,96,3,last_layer,2,5,M,D,0.945361
W1,ETTm2,cka_heatmap,96,3,last_layer,2,6,M,D,0.927309
W1,ETTm2,cka_heatmap,96,3,last_layer,3,3,M,M,0.935389
W1,ETTm2,cka_heatmap,96,3,last_layer,3,4,M,D,0.948005
W1,ETTm2,cka_heatmap,96,3,last_layer,3,5,M,D,0.941176
W1,ETTm2,cka_heatmap,96,3,last_layer,3,6,M,D,0.923944
W1,ETTm2,cka_heatmap,96,3,last_layer,4,4,D,D,0.942018
W1,ETTm2,cka_heatmap,96,3,last_layer,4,5,D,D,0.936262
W1,ETTm2,cka_heatmap,96,3,last_layer,4,6,D,D,0.919451
W1,ETTm2,cka_heatmap,96,3,last_layer,5,5,D,D,0.927829
W1,ETTm2,cka_heatmap,96,3,last_layer,5,6,D,D,0.911781
W1,ETTm2,cka_heatmap,96,3,last_layer,6,6,D,D,0.906859
W1,ETTm2,cka_heatmap,96,5,per_layer,0,0,S,S,0.980581
W1,ETTm2,cka_heatmap,96,5,per_layer,0,1,S,S,0.959128
W1,ETTm2,cka_heatmap,96,5,per_layer,0,2,S,M,0.923774
W1,ETTm2,cka_heatmap,96,5,per_layer,0,3,S,M,0.882947
W1,ETTm2,cka_heatmap,96,5,per_layer,0,4,S,D,0.812123
W1,ETTm2,cka_heatmap,96,5,per_layer,0,5,S,D,0.740848
W1,ETTm2,cka_heatmap,96,5,per_layer,0,6,S,D,0.672655
W1,ETTm2,cka_heatmap,96,5,per_layer,1,1,S,S,0.985483
W1,ETTm2,cka_heatmap,96,5,per_layer,1,2,S,M,0.962486
W1,ETTm2,cka_heatmap,96,5,per_layer,1,3,S,M,0.930031
W1,ETTm2,cka_heatmap,96,5,per_layer,1,4,S,D,0.86948
W1,ETTm2,cka_heatmap,96,5,per_layer,1,5,S,D,0.79909
W1,ETTm2,cka_heatmap,96,5,per_layer,1,6,S,D,0.727387
W1,ETTm2,cka_heatmap,96,5,per_layer,2,2,M,M,0.973712
W1,ETTm2,cka_heatmap,96,5,per_layer,2,3,M,M,0.952961
W1,ETTm2,cka_heatmap,96,5,per_layer,2,4,M,D,0.905335
W1,ETTm2,cka_heatmap,96,5,per_layer,2,5,M,D,0.842213
W1,ETTm2,cka_heatmap,96,5,per_layer,2,6,M,D,0.774285
W1,ETTm2,cka_heatmap,96,5,per_layer,3,3,M,M,0.970032
W1,ETTm2,cka_heatmap,96,5,per_layer,3,4,M,D,0.942547
W1,ETTm2,cka_heatmap,96,5,per_layer,3,5,M,D,0.897476
W1,ETTm2,cka_heatmap,96,5,per_layer,3,6,M,D,0.837519
W1,ETTm2,cka_heatmap,96,5,per_layer,4,4,D,D,0.960821
W1,ETTm2,cka_heatmap,96,5,per_layer,4,5,D,D,0.934064
W1,ETTm2,cka_heatmap,96,5,per_layer,4,6,D,D,0.884372
W1,ETTm2,cka_heatmap,96,5,per_layer,5,5,D,D,0.945361
W1,ETTm2,cka_heatmap,96,5,per_layer,5,6,D,D,0.905193
W1,ETTm2,cka_heatmap,96,5,per_layer,6,6,D,D,0.893768
W1,ETTm2,cka_heatmap,96,5,last_layer,0,0,S,S,0.98254
W1,ETTm2,cka_heatmap,96,5,last_layer,0,1,S,S,0.958418
W1,ETTm2,cka_heatmap,96,5,last_layer,0,2,S,M,0.950616
W1,ETTm2,cka_heatmap,96,5,last_layer,0,3,S,M,0.97113
W1,ETTm2,cka_heatmap,96,5,last_layer,0,4,S,D,0.963256
W1,ETTm2,cka_heatmap,96,5,last_layer,0,5,S,D,0.950977
W1,ETTm2,cka_heatmap,96,5,last_layer,0,6,S,D,0.898096
W1,ETTm2,cka_heatmap,96,5,last_layer,1,1,S,S,0.954451
W1,ETTm2,cka_heatmap,96,5,last_layer,1,2,S,M,0.946404
W1,ETTm2,cka_heatmap,96,5,last_layer,1,3,S,M,0.968055
W1,ETTm2,cka_heatmap,96,5,last_layer,1,4,S,D,0.96066
W1,ETTm2,cka_heatmap,96,5,last_layer,1,5,S,D,0.949152
W1,ETTm2,cka_heatmap,96,5,last_layer,1,6,S,D,0.896662
W1,ETTm2,cka_heatmap,96,5,last_layer,2,2,M,M,0.94077
W1,ETTm2,cka_heatmap,96,5,last_layer,2,3,M,M,0.964015
W1,ETTm2,cka_heatmap,96,5,last_layer,2,4,M,D,0.957157
W1,ETTm2,cka_heatmap,96,5,last_layer,2,5,M,D,0.946182
W1,ETTm2,cka_heatmap,96,5,last_layer,2,6,M,D,0.893547
W1,ETTm2,cka_heatmap,96,5,last_layer,3,3,M,M,0.959699
W1,ETTm2,cka_heatmap,96,5,last_layer,3,4,M,D,0.952997
W1,ETTm2,cka_heatmap,96,5,last_layer,3,5,M,D,0.94227
W1,ETTm2,cka_heatmap,96,5,last_layer,3,6,M,D,0.88894
W1,ETTm2,cka_heatmap,96,5,last_layer,4,4,D,D,0.949024
W1,ETTm2,cka_heatmap,96,5,last_layer,4,5,D,D,0.938608
W1,ETTm2,cka_heatmap,96,5,last_layer,4,6,D,D,0.884901
W1,ETTm2,cka_heatmap,96,5,last_layer,5,5,D,D,0.934714
W1,ETTm2,cka_heatmap,96,5,last_layer,5,6,D,D,0.880717
W1,ETTm2,cka_heatmap,96,5,last_layer,6,6,D,D,0.876483
W1,ETTm2,cka_heatmap,96,7,per_layer,0,0,S,S,0.981929
W1,ETTm2,cka_heatmap,96,7,per_layer,0,1,S,S,0.958111
W1,ETTm2,cka_heatmap,96,7,per_layer,0,2,S,M,0.936775
W1,ETTm2,cka_heatmap,96,7,per_layer,0,3,S,M,0.89138
W1,ETTm2,cka_heatmap,96,7,per_layer,0,4,S,D,0.842263
W1,ETTm2,cka_heatmap,96,7,per_layer,0,5,S,D,0.768143
W1,ETTm2,cka_heatmap,96,7,per_layer,0,6,S,D,0.66168
W1,ETTm2,cka_heatmap,96,7,per_layer,1,1,S,S,0.982513
W1,ETTm2,cka_heatmap,96,7,per_layer,1,2,S,M,0.969228
W1,ETTm2,cka_heatmap,96,7,per_layer,1,3,S,M,0.937216
W1,ETTm2,cka_heatmap,96,7,per_layer,1,4,S,D,0.892937
W1,ETTm2,cka_heatmap,96,7,per_layer,1,5,S,D,0.827018
W1,ETTm2,cka_heatmap,96,7,per_layer,1,6,S,D,0.731575
W1,ETTm2,cka_heatmap,96,7,per_layer,2,2,M,M,0.977171
W1,ETTm2,cka_heatmap,96,7,per_layer,2,3,M,M,0.958325
W1,ETTm2,cka_heatmap,96,7,per_layer,2,4,M,D,0.922734
W1,ETTm2,cka_heatmap,96,7,per_layer,2,5,M,D,0.866138
W1,ETTm2,cka_heatmap,96,7,per_layer,2,6,M,D,0.782824
W1,ETTm2,cka_heatmap,96,7,per_layer,3,3,M,M,0.973801
W1,ETTm2,cka_heatmap,96,7,per_layer,3,4,M,D,0.950481
W1,ETTm2,cka_heatmap,96,7,per_layer,3,5,M,D,0.906632
W1,ETTm2,cka_heatmap,96,7,per_layer,3,6,M,D,0.837963
W1,ETTm2,cka_heatmap,96,7,per_layer,4,4,D,D,0.965302
W1,ETTm2,cka_heatmap,96,7,per_layer,4,5,D,D,0.934517
W1,ETTm2,cka_heatmap,96,7,per_layer,4,6,D,D,0.883151
W1,ETTm2,cka_heatmap,96,7,per_layer,5,5,D,D,0.939103
W1,ETTm2,cka_heatmap,96,7,per_layer,5,6,D,D,0.899319
W1,ETTm2,cka_heatmap,96,7,per_layer,6,6,D,D,0.870321
W1,ETTm2,cka_heatmap,96,7,last_layer,0,0,S,S,0.980611
W1,ETTm2,cka_heatmap,96,7,last_layer,0,1,S,S,0.942405
W1,ETTm2,cka_heatmap,96,7,last_layer,0,2,S,M,0.915733
W1,ETTm2,cka_heatmap,96,7,last_layer,0,3,S,M,0.929154
W1,ETTm2,cka_heatmap,96,7,last_layer,0,4,S,D,0.949544
W1,ETTm2,cka_heatmap,96,7,last_layer,0,5,S,D,0.944029
W1,ETTm2,cka_heatmap,96,7,last_layer,0,6,S,D,0.919882
W1,ETTm2,cka_heatmap,96,7,last_layer,1,1,S,S,0.941012
W1,ETTm2,cka_heatmap,96,7,last_layer,1,2,S,M,0.914393
W1,ETTm2,cka_heatmap,96,7,last_layer,1,3,S,M,0.928252
W1,ETTm2,cka_heatmap,96,7,last_layer,1,4,S,D,0.948951
W1,ETTm2,cka_heatmap,96,7,last_layer,1,5,S,D,0.943983
W1,ETTm2,cka_heatmap,96,7,last_layer,1,6,S,D,0.920395
W1,ETTm2,cka_heatmap,96,7,last_layer,2,2,M,M,0.909731
W1,ETTm2,cka_heatmap,96,7,last_layer,2,3,M,M,0.924345
W1,ETTm2,cka_heatmap,96,7,last_layer,2,4,M,D,0.946155
W1,ETTm2,cka_heatmap,96,7,last_layer,2,5,M,D,0.942087
W1,ETTm2,cka_heatmap,96,7,last_layer,2,6,M,D,0.918956
W1,ETTm2,cka_heatmap,96,7,last_layer,3,3,M,M,0.919452
W1,ETTm2,cka_heatmap,96,7,last_layer,3,4,M,D,0.94285
W1,ETTm2,cka_heatmap,96,7,last_layer,3,5,M,D,0.940591
W1,ETTm2,cka_heatmap,96,7,last_layer,3,6,M,D,0.919053
W1,ETTm2,cka_heatmap,96,7,last_layer,4,4,D,D,0.937354
W1,ETTm2,cka_heatmap,96,7,last_layer,4,5,D,D,0.936959
W1,ETTm2,cka_heatmap,96,7,last_layer,4,6,D,D,0.916495
W1,ETTm2,cka_heatmap,96,7,last_layer,5,5,D,D,0.932548
W1,ETTm2,cka_heatmap,96,7,last_layer,5,6,D,D,0.913582
W1,ETTm2,cka_heatmap,96,7,last_layer,6,6,D,D,0.908264
W1,ETTm2,cka_heatmap,96,11,per_layer,0,0,S,S,0.982189
W1,ETTm2,cka_heatmap,96,11,per_layer,0,1,S,S,0.960187
W1,ETTm2,cka_heatmap,96,11,per_layer,0,2,S,M,0.939198
W1,ETTm2,cka_heatmap,96,11,per_layer,0,3,S,M,0.906689
W1,ETTm2,cka_heatmap,96,11,per_layer,0,4,S,D,0.841303
W1,ETTm2,cka_heatmap,96,11,per_layer,0,5,S,D,0.770624
W1,ETTm2,cka_heatmap,96,11,per_layer,0,6,S,D,0.660717
W1,ETTm2,cka_heatmap,96,11,per_layer,1,1,S,S,0.985333
W1,ETTm2,cka_heatmap,96,11,per_layer,1,2,S,M,0.972744
W1,ETTm2,cka_heatmap,96,11,per_layer,1,3,S,M,0.946229
W1,ETTm2,cka_heatmap,96,11,per_layer,1,4,S,D,0.886244
W1,ETTm2,cka_heatmap,96,11,per_layer,1,5,S,D,0.820997
W1,ETTm2,cka_heatmap,96,11,per_layer,1,6,S,D,0.714881
W1,ETTm2,cka_heatmap,96,11,per_layer,2,2,M,M,0.984233
W1,ETTm2,cka_heatmap,96,11,per_layer,2,3,M,M,0.967839
W1,ETTm2,cka_heatmap,96,11,per_layer,2,4,M,D,0.925722
W1,ETTm2,cka_heatmap,96,11,per_layer,2,5,M,D,0.873649
W1,ETTm2,cka_heatmap,96,11,per_layer,2,6,M,D,0.776877
W1,ETTm2,cka_heatmap,96,11,per_layer,3,3,M,M,0.967711
W1,ETTm2,cka_heatmap,96,11,per_layer,3,4,M,D,0.94577
W1,ETTm2,cka_heatmap,96,11,per_layer,3,5,M,D,0.908008
W1,ETTm2,cka_heatmap,96,11,per_layer,3,6,M,D,0.81874
W1,ETTm2,cka_heatmap,96,11,per_layer,4,4,D,D,0.956344
W1,ETTm2,cka_heatmap,96,11,per_layer,4,5,D,D,0.936926
W1,ETTm2,cka_heatmap,96,11,per_layer,4,6,D,D,0.858477
W1,ETTm2,cka_heatmap,96,11,per_layer,5,5,D,D,0.942857
W1,ETTm2,cka_heatmap,96,11,per_layer,5,6,D,D,0.876896
W1,ETTm2,cka_heatmap,96,11,per_layer,6,6,D,D,0.8589
W1,ETTm2,cka_heatmap,96,11,last_layer,0,0,S,S,0.982294
W1,ETTm2,cka_heatmap,96,11,last_layer,0,1,S,S,0.959733
W1,ETTm2,cka_heatmap,96,11,last_layer,0,2,S,M,0.954967
W1,ETTm2,cka_heatmap,96,11,last_layer,0,3,S,M,0.953388
W1,ETTm2,cka_heatmap,96,11,last_layer,0,4,S,D,0.936805
W1,ETTm2,cka_heatmap,96,11,last_layer,0,5,S,D,0.905725
W1,ETTm2,cka_heatmap,96,11,last_layer,0,6,S,D,0.862296
W1,ETTm2,cka_heatmap,96,11,last_layer,1,1,S,S,0.96002
W1,ETTm2,cka_heatmap,96,11,last_layer,1,2,S,M,0.955452
W1,ETTm2,cka_heatmap,96,11,last_layer,1,3,S,M,0.954009
W1,ETTm2,cka_heatmap,96,11,last_layer,1,4,S,D,0.937581
W1,ETTm2,cka_heatmap,96,11,last_layer,1,5,S,D,0.906702
W1,ETTm2,cka_heatmap,96,11,last_layer,1,6,S,D,0.863665
W1,ETTm2,cka_heatmap,96,11,last_layer,2,2,M,M,0.950829
W1,ETTm2,cka_heatmap,96,11,last_layer,2,3,M,M,0.949178
W1,ETTm2,cka_heatmap,96,11,last_layer,2,4,M,D,0.932691
W1,ETTm2,cka_heatmap,96,11,last_layer,2,5,M,D,0.901388
W1,ETTm2,cka_heatmap,96,11,last_layer,2,6,M,D,0.858046
W1,ETTm2,cka_heatmap,96,11,last_layer,3,3,M,M,0.943856
W1,ETTm2,cka_heatmap,96,11,last_layer,3,4,M,D,0.927532
W1,ETTm2,cka_heatmap,96,11,last_layer,3,5,M,D,0.896469
W1,ETTm2,cka_heatmap,96,11,last_layer,3,6,M,D,0.853162
W1,ETTm2,cka_heatmap,96,11,last_layer,4,4,D,D,0.923152
W1,ETTm2,cka_heatmap,96,11,last_layer,4,5,D,D,0.89181
W1,ETTm2,cka_heatmap,96,11,last_layer,4,6,D,D,0.848263
W1,ETTm2,cka_heatmap,96,11,last_layer,5,5,D,D,0.883542
W1,ETTm2,cka_heatmap,96,11,last_layer,5,6,D,D,0.839815
W1,ETTm2,cka_heatmap,96,11,last_layer,6,6,D,D,0.832822
W1,ETTm2,cka_heatmap,96,13,per_layer,0,0,S,S,0.983854
W1,ETTm2,cka_heatmap,96,13,per_layer,0,1,S,S,0.960187
W1,ETTm2,cka_heatmap,96,13,per_layer,0,2,S,M,0.953452
W1,ETTm2,cka_heatmap,96,13,per_layer,0,3,S,M,0.921458
W1,ETTm2,cka_heatmap,96,13,per_layer,0,4,S,D,0.872301
W1,ETTm2,cka_heatmap,96,13,per_layer,0,5,S,D,0.791695
W1,ETTm2,cka_heatmap,96,13,per_layer,0,6,S,D,0.705048
W1,ETTm2,cka_heatmap,96,13,per_layer,1,1,S,S,0.981268
W1,ETTm2,cka_heatmap,96,13,per_layer,1,2,S,M,0.976123
W1,ETTm2,cka_heatmap,96,13,per_layer,1,3,S,M,0.95596
W1,ETTm2,cka_heatmap,96,13,per_layer,1,4,S,D,0.912359
W1,ETTm2,cka_heatmap,96,13,per_layer,1,5,S,D,0.836659
W1,ETTm2,cka_heatmap,96,13,per_layer,1,6,S,D,0.760732
W1,ETTm2,cka_heatmap,96,13,per_layer,2,2,M,M,0.982346
W1,ETTm2,cka_heatmap,96,13,per_layer,2,3,M,M,0.973903
W1,ETTm2,cka_heatmap,96,13,per_layer,2,4,M,D,0.943978
W1,ETTm2,cka_heatmap,96,13,per_layer,2,5,M,D,0.883632
W1,ETTm2,cka_heatmap,96,13,per_layer,2,6,M,D,0.817371
W1,ETTm2,cka_heatmap,96,13,per_layer,3,3,M,M,0.978618
