experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,depth_bin,grad_align_value
W1,ETTm1,grad_align_bar,192,11,last_layer,2,M,-0.001759
W1,ETTm1,grad_align_bar,192,11,last_layer,3,M,-0.000649
W1,ETTm1,grad_align_bar,192,11,last_layer,4,D,0.001096
W1,ETTm1,grad_align_bar,192,11,last_layer,5,D,-0.001425
W1,ETTm1,grad_align_bar,192,11,last_layer,6,D,-0.006728
W1,ETTm1,grad_align_bar,192,13,per_layer,0,S,0.001778
W1,ETTm1,grad_align_bar,192,13,per_layer,1,S,-0.003892
W1,ETTm1,grad_align_bar,192,13,per_layer,2,M,-0.004725
W1,ETTm1,grad_align_bar,192,13,per_layer,3,M,0.014573
W1,ETTm1,grad_align_bar,192,13,per_layer,4,D,0.003861
W1,ETTm1,grad_align_bar,192,13,per_layer,5,D,-0.000264
W1,ETTm1,grad_align_bar,192,13,per_layer,6,D,0.014406
W1,ETTm1,grad_align_bar,192,13,last_layer,0,S,0.01009
W1,ETTm1,grad_align_bar,192,13,last_layer,1,S,-0.007738
W1,ETTm1,grad_align_bar,192,13,last_layer,2,M,0.011544
W1,ETTm1,grad_align_bar,192,13,last_layer,3,M,0.006941
W1,ETTm1,grad_align_bar,192,13,last_layer,4,D,-0.002107
W1,ETTm1,grad_align_bar,192,13,last_layer,5,D,-0.001635
W1,ETTm1,grad_align_bar,192,13,last_layer,6,D,-0.00473
W1,ETTm1,grad_align_bar,192,17,per_layer,0,S,0.007841
W1,ETTm1,grad_align_bar,192,17,per_layer,1,S,-0.014615
W1,ETTm1,grad_align_bar,192,17,per_layer,2,M,-0.005251
W1,ETTm1,grad_align_bar,192,17,per_layer,3,M,0.012864
W1,ETTm1,grad_align_bar,192,17,per_layer,4,D,-0.002364
W1,ETTm1,grad_align_bar,192,17,per_layer,5,D,-0.010684
W1,ETTm1,grad_align_bar,192,17,per_layer,6,D,-0.002119
W1,ETTm1,grad_align_bar,192,17,last_layer,0,S,0.001177
W1,ETTm1,grad_align_bar,192,17,last_layer,1,S,0.003207
W1,ETTm1,grad_align_bar,192,17,last_layer,2,M,-0.00052
W1,ETTm1,grad_align_bar,192,17,last_layer,3,M,0.006608
W1,ETTm1,grad_align_bar,192,17,last_layer,4,D,0.006645
W1,ETTm1,grad_align_bar,192,17,last_layer,5,D,-0.010751
W1,ETTm1,grad_align_bar,192,17,last_layer,6,D,-0.007585
W1,ETTm1,grad_align_bar,192,19,per_layer,0,S,-0.001267
W1,ETTm1,grad_align_bar,192,19,per_layer,1,S,0.021796
W1,ETTm1,grad_align_bar,192,19,per_layer,2,M,-7e-05
