experiment_type,dataset,plot_type,horizon,seed,mode,grad_align_s,grad_align_m,grad_align_d,grad_align_mean
W1,ETTm1,grad_align_bar,96,42,per_layer,-0.0047438644043424,0.0023589403181046,0.0034288478732568,0.0007880993496135
W1,ETTm1,grad_align_bar,96,42,last_layer,-0.0034543752443263,0.0038813633321549,0.0093233352206766,0.0041177116910981
W1,ETTm1,grad_align_bar,96,2,per_layer,0.0029691358295063,0.0040323280524476,0.0042818603387404,0.0038355012543042
W1,ETTm1,grad_align_bar,96,2,last_layer,0.0028131992087172,-0.0073284960181499,-0.0065321102925715,-0.0040895606423685
W1,ETTm1,grad_align_bar,96,3,per_layer,0.0083333389008911,-0.0070845561459835,0.0056319573079614,0.002770491061957
W1,ETTm1,grad_align_bar,96,3,last_layer,0.0008551627144307,0.0020442100383416,5.8490262933576114e-05,0.0008534594706207
W1,ETTm1,grad_align_bar,96,5,per_layer,0.0046520872511266,0.0038541246200361,-0.0256416531428744,-0.008558933669471
W1,ETTm1,grad_align_bar,96,5,last_layer,0.0004674264592281,-0.0003722049972013,0.0057309028182643,0.0024833073398352
W1,ETTm1,grad_align_bar,96,7,per_layer,-0.003859696202429,-0.0054878031928869,0.0025433828540205,-0.0015806928897957
W1,ETTm1,grad_align_bar,96,7,last_layer,-0.0012596796808978,0.0035593761573785,-0.0007553288502347,0.000333343771751
W1,ETTm1,grad_align_bar,96,11,per_layer,-0.0111144698888357,-0.0052249270095146,-0.0016378940033762,-0.0053703536866899
W1,ETTm1,grad_align_bar,96,11,last_layer,0.0044511764652559,0.0007485098241632,-0.0049499545005776,-0.0006357844175563
W1,ETTm1,grad_align_bar,96,13,per_layer,0.017486007712156,-0.0084937763595621,0.0070509057760238,0.005591025719037
W1,ETTm1,grad_align_bar,96,13,last_layer,0.0023603555469753,0.0009030183816013,-0.0085127579423088,-0.0027159322813961
W1,ETTm1,grad_align_bar,96,17,per_layer,0.0037338591631875,-0.0050772733660254,-3.871133005802866e-05,-0.0004004231994071
W1,ETTm1,grad_align_bar,96,17,last_layer,-0.0032852994356949,0.0108174044608586,0.0209193449426357,0.0111174635540335
W1,ETTm1,grad_align_bar,96,19,per_layer,-0.005795554939993,0.004852874397369,0.0008787892583256,0.0001072866699612
W1,ETTm1,grad_align_bar,96,19,last_layer,0.0009164731991904,-0.0006795846406151,-0.0042915997426042,-0.0017715745872374
W1,ETTm1,grad_align_bar,96,23,per_layer,0.0047257684695363,0.0076121177622199,0.006800133006116,0.0064394530688372
W1,ETTm1,grad_align_bar,96,23,last_layer,-0.0054456130765773,-0.0024156150342401,-0.0095298410617525,-0.0063302827724132
W1,ETTm1,grad_align_bar,192,42,per_layer,-0.0004897542616231,0.0015618412786151,0.0001027342625835,0.0003503395459621
W1,ETTm1,grad_align_bar,192,42,last_layer,0.001479399900026,-0.0031150097099165,-0.0010645257418695,-0.0009235424064842
W1,ETTm1,grad_align_bar,192,2,per_layer,-0.0024917886591916,-0.0021961974890727,-0.0038225014678758,-0.0029776395285938
W1,ETTm1,grad_align_bar,192,2,last_layer,0.0022346077874634,0.0009698567820932,-0.0014535525427946,0.0002926102158185
W1,ETTm1,grad_align_bar,192,3,per_layer,-0.000399575958971,-0.0066066367126133,-0.0017369085861624,-0.0027461644430937
W1,ETTm1,grad_align_bar,192,3,last_layer,0.0024108938234375,-0.0021839572708942,0.0029040564376603,0.0013094346311525
W1,ETTm1,grad_align_bar,192,5,per_layer,0.0056456817360974,-0.0053384183750865,0.0015062909870027,0.0007333428118614
W1,ETTm1,grad_align_bar,192,5,last_layer,-0.0002099214336094,0.0009920311067623,-0.0053671204223529,-0.0020767345601075
W1,ETTm1,grad_align_bar,192,7,per_layer,-0.0038746895251892,-0.0055519326697849,0.0001858011374624,-0.0026136915682229
W1,ETTm1,grad_align_bar,192,7,last_layer,0.0023766708280209,0.0037701242312426,0.0086790977887884,0.0054758404978417
