experiment_type,dataset,plot_type,horizon,seed,mode,model_tag,run_tag,rmse_real,mae_real
W3,ETTm2,forest_plot,96,42,none,HyperConv,W3_ETTm2_96_42_none,2.962112394962937,1.9401285648345947
