experiment_type,dataset,plot_type,horizon,seed,mode,w1_knockout_base_rmse,w1_knockout_delta_mean,w1_knockout_delta_max,w1_knockout_delta_min
W1,ETTh1,knockout_curve,96,42,per_layer,3.065920113485175,-0.0006103583470501,0.0002161299766938,-0.0028350757703052
W1,ETTh1,knockout_curve,96,42,last_layer,3.2985084717604023,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,2,per_layer,3.060704055771581,0.0002282884869207,0.0020748871012599,-0.0018792633025923
W1,ETTh1,knockout_curve,96,2,last_layer,3.31950374169016,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,3,per_layer,3.068628915546108,0.0002638351933534,0.001654834120492,-0.0034310296284654
W1,ETTh1,knockout_curve,96,3,last_layer,3.3269733538969444,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,5,per_layer,3.068483966553651,9.060696994721088e-05,0.001099988536783,-0.0012493488942735
W1,ETTh1,knockout_curve,96,5,last_layer,3.3167473276831565,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,7,per_layer,3.0655662912080395,-0.0002776486448672,0.0013183033741555,-0.0018620116375243
W1,ETTh1,knockout_curve,96,7,last_layer,3.313901980270217,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,11,per_layer,3.0571885834471386,0.0001772550802197,0.0012114100416331,-0.0011565734764356
W1,ETTh1,knockout_curve,96,11,last_layer,3.290717183241082,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,13,per_layer,3.073085359415065,7.45356322440216e-05,0.0012731462829309,-0.0013272722153496
W1,ETTh1,knockout_curve,96,13,last_layer,3.3331002856485843,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,17,per_layer,3.067988973754406,0.0005459303370966,0.0018082375725332,-0.0011294829673778
W1,ETTh1,knockout_curve,96,17,last_layer,3.3124201869346246,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,19,per_layer,3.059994266479705,-0.000331487121262,0.0005860401789972,-0.0026520041320692
W1,ETTh1,knockout_curve,96,19,last_layer,3.3046980274655016,0.0,0.0,0.0
W1,ETTh1,knockout_curve,96,23,per_layer,3.0640858121663057,-7.755649264407083e-05,0.0012454739604117,-0.0019723261137651
W1,ETTh1,knockout_curve,96,23,last_layer,3.305317637289966,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,42,per_layer,3.1922479968283155,-0.0005452222221649,0.0005438254666985,-0.003407940499652
W1,ETTh1,knockout_curve,192,42,last_layer,3.405908415579453,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,2,per_layer,3.188016342528035,-0.0003549632726936,0.0017658335716332,-0.0029739969151592
W1,ETTh1,knockout_curve,192,2,last_layer,3.433415950472465,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,3,per_layer,3.194817614297105,-0.0002749520529268,0.0019122613313617,-0.004610834152698
W1,ETTh1,knockout_curve,192,3,last_layer,3.437239220177448,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,5,per_layer,3.1982604543848567,-0.0006589355870025,0.0008956888803792,-0.0032328983007214
W1,ETTh1,knockout_curve,192,5,last_layer,3.429768410251839,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,7,per_layer,3.199289761641304,-0.0019000718160177,0.0004565807393879,-0.0046095797786516
W1,ETTh1,knockout_curve,192,7,last_layer,3.424570596883757,0.0,0.0,0.0
