experiment_type,dataset,horizon,seed,model_tag,mode,run_tag,window_index,mse
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2241,4.093708
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2242,5.252894
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2243,3.757709
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2244,4.09539
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2245,4.005701
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2246,4.7601027
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2247,5.4402337
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2248,5.772599
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2249,5.915283
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2250,5.8194304
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2251,6.96592
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2252,7.532853
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2253,5.9813485
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2254,5.2625217
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2255,5.610928
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2256,7.3612394
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2257,6.691752
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2258,6.4781117
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2259,6.273479
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2260,6.5537558
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2261,7.0979195
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2262,6.641898
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2263,7.2872186
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2264,7.2742624
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2265,7.524905
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2266,7.9926567
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2267,8.268594
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2268,7.805894
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2269,7.989058
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2270,7.545581
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2271,8.043829
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2272,7.9155464
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2273,8.041731
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2274,8.404048
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2275,8.84752
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2276,8.3417635
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2277,8.685643
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2278,9.572073
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2279,9.230897
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2280,9.955969
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2281,8.913944
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2282,8.800176
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2283,8.808797
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2284,9.181827
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2285,8.936191
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2286,8.430022
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2287,8.35851
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2288,8.371977
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2289,9.077589
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2290,10.073301
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2291,9.656051
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2292,10.582533
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2293,11.175652
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2294,11.327517
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2295,14.430179
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2296,12.963975
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2297,13.880098
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2298,15.8024235
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2299,13.243577
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2300,15.380505
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2301,15.567149
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2302,19.184542
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2303,17.445627
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2304,13.965954
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2305,11.939475
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2306,13.107394
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2307,12.639782
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2308,12.807646
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2309,13.728053
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2310,13.9406595
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2311,14.422874
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2312,15.460705
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2313,17.449934
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2314,18.508585
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2315,17.48995
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2316,17.644588
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2317,16.860342
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2318,16.782343
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2319,15.804112
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2320,16.44485
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2321,15.595125
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2322,16.619871
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2323,18.57694
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2324,19.913485
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2325,20.250235
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2326,21.850693
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2327,20.594398
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2328,23.041574
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2329,24.114538
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2330,23.760168
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2331,24.332157
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2332,24.595549
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2333,22.99361
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2334,23.219831
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2335,21.810186
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2336,25.713978
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2337,27.30067
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2338,24.146933
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2339,25.520096
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2340,25.857622
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2341,25.273874
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2342,26.453575
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2343,26.220041
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2344,27.262033
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2345,27.31005
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2346,25.239706
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2347,22.8511
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2348,23.158468
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2349,22.032307
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2350,21.011253
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2351,20.352543
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2352,20.154362
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2353,19.00492
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2354,19.42234
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2355,18.425735
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2356,19.024914
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2357,16.901066
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2358,16.92359
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2359,16.562056
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2360,14.609972
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2361,13.785634
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2362,13.688393
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2363,12.842965
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2364,13.499076
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2365,14.180789
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2366,13.639224
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2367,13.916246
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2368,13.031344
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2369,11.176993
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2370,12.627156
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2371,11.863386
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2372,12.359739
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2373,11.463339
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2374,11.213772
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2375,10.739813
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2376,10.123708
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2377,10.78409
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2378,12.607763
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2379,12.262861
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2380,13.004481
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2381,13.123615
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2382,12.5156
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2383,11.0915785
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2384,11.517674
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2385,13.380674
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2386,11.522202
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2387,12.84055
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2388,12.608134
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2389,11.75599
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2390,12.149228
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2391,12.176524
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2392,11.882333
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2393,11.683396
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2394,11.505014
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2395,11.970567
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2396,11.312498
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2397,10.008542
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2398,11.549152
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2399,11.110774
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2400,11.128854
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2401,12.186211
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2402,11.172469
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2403,10.821799
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2404,10.76566
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2405,9.284178
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2406,9.197295
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2407,8.926878
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2408,8.919691
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2409,8.272888
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2410,7.764701
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2411,6.7597337
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2412,6.5871863
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2413,6.523644
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2414,6.657433
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2415,6.8345575
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2416,6.849845
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2417,6.769189
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2418,7.2800183
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2419,8.007378
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2420,8.262142
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2421,8.965385
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2422,9.739897
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2423,10.3130245
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2424,9.247441
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2425,9.4435835
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2426,9.461183
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2427,8.009269
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2428,6.4036155
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2429,6.1823425
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2430,5.3883615
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2431,4.9188194
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2432,4.95814
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2433,4.8824325
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2434,4.636507
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2435,5.005702
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2436,4.832534
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2437,4.9611564
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2438,4.950614
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2439,4.8040075
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2440,4.582042
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2441,4.3358874
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2442,4.567237
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2443,4.250773
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2444,4.4158206
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2445,4.453604
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2446,4.349147
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2447,4.648654
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2448,4.7785454
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2449,4.80809
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2450,5.401286
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2451,4.6904087
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2452,5.2684393
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2453,4.951277
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2454,5.1210055
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2455,4.8489513
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2456,5.032675
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2457,4.5631967
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2458,5.0704165
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2459,4.984207
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2460,5.1455393
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2461,5.155071
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2462,5.0628786
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2463,5.2299266
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2464,5.0961676
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2465,5.292202
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2466,4.6983695
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2467,4.8337564
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2468,4.907772
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2469,4.708067
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2470,4.5757637
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2471,4.7335076
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2472,4.361149
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2473,4.396299
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2474,3.8562458
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2475,4.071633
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2476,3.6210306
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2477,3.6798964
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2478,3.621612
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2479,3.9251347
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2480,4.3394055
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2481,4.5283237
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2482,5.737826
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2483,5.5344796
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2484,5.0982747
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2485,5.265966
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2486,3.8732083
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2487,4.059476
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2488,4.3785367
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2489,4.326699
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2490,3.7098207
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2491,4.38939
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2492,3.9089756
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2493,3.8795202
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2494,3.8524907
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2495,3.5323577
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2496,4.222809
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2497,3.7925596
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2498,4.0160103
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2499,3.897923
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2500,3.6531434
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2501,4.272152
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2502,3.9281383
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2503,3.770069
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2504,3.72459
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2505,3.5381575
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2506,3.9593449
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2507,4.1534157
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2508,4.511403
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2509,4.388111
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2510,4.5197654
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2511,4.653613
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2512,4.577323
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2513,4.7850165
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2514,5.3482695
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2515,5.07829
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2516,5.864286
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2517,5.7722087
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2518,5.4156756
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2519,5.826342
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2520,5.3741465
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2521,5.8156824
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2522,5.342485
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2523,5.5219502
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2524,5.4206905
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2525,5.2125773
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2526,5.2585106
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2527,5.13619
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2528,5.252756
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2529,5.7917438
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2530,5.724575
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2531,5.9361463
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2532,6.0881248
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2533,6.0635524
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2534,6.825598
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2535,7.1026893
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2536,7.0435705
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2537,7.475936
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2538,6.6787095
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2539,7.165258
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2540,7.265002
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2541,7.303603
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2542,7.4897046
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2543,8.17147
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2544,8.058084
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2545,8.470557
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2546,8.349462
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2547,9.038164
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2548,8.396377
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2549,8.641832
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2550,8.957062
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2551,8.718154
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2552,9.509491
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2553,9.278188
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2554,8.98734
W3,ETTm2,96,42,HyperConv,none,W3_ETTm2_96_42_none,2555,8.471309
