experiment_type,dataset,plot_type,horizon,seed,mode,model_tag,run_tag,gate_mean,gate_std,gate_entropy,valid_ratio,nan_count
W3,ETTm2,gate_distribution,96,42,none,HyperConv,W3_ETTm2_96_42_none,0.4932391183184726,0.4441224050120951,12.2322765115378,1.0,0
W3,ETTm2,gate_distribution,96,42,tod_shift,HyperConv,W3_ETTm2_96_42_tod_shift,0.4932764514482447,0.4444476963663241,12.231387847647229,1.0,0
W3,ETTm2,gate_distribution,96,42,smooth,HyperConv,W3_ETTm2_96_42_smooth,0.493150841843869,0.4440974219472321,12.232112438463208,1.0,0
