experiment_type,dataset,plot_type,horizon,seed,mode,depth_cnn,depth_gru,cka_s,cka_m,cka_d,cka_diag_mean,cka_full_mean,n_pairs,nan_frac
W1,weather,cka_heatmap,336,19,last_layer,7,7,0.9752994671125808,0.9270156482025588,0.8584305691304809,0.9115115403027342,0.912442475139057,49,0.0
W1,weather,cka_heatmap,336,23,per_layer,7,7,0.9897444948957304,0.9677642516926586,0.9814633991138666,0.9796669839382448,0.979245883493102,49,0.0
W1,weather,cka_heatmap,336,23,last_layer,7,7,0.9734341221349972,0.9289425263310036,0.8967486877668852,0.9280986033722584,0.9274732623629206,49,0.0
W1,weather,cka_heatmap,720,42,per_layer,7,7,0.985365595144545,0.9858357539336642,0.9661019496828596,0.976501956553088,0.9659393673946745,49,0.0
W1,weather,cka_heatmap,720,42,last_layer,7,7,0.9697646123897726,0.8922224597942067,0.8677835885942513,0.904119750914404,0.9045160023283104,49,0.0
W1,weather,cka_heatmap,720,2,per_layer,7,7,0.9825593319238886,0.9812941078625368,0.9527390607921205,0.971149603192206,0.957633094511003,49,0.0
W1,weather,cka_heatmap,720,2,last_layer,7,7,0.9591159266803244,0.8525530863127805,0.7355203901027567,0.8329108319529707,0.834956755904065,49,0.0
W1,weather,cka_heatmap,720,3,per_layer,7,7,0.988189853946772,0.98277852864385,0.9532554515569038,0.9730387798764598,0.9622327589378914,49,0.0
W1,weather,cka_heatmap,720,3,last_layer,7,7,0.9712580059740668,0.9109945281899904,0.8531679472529289,0.9033561712209394,0.9065607977437924,49,0.0
W1,weather,cka_heatmap,720,5,per_layer,7,7,0.983273004017436,0.9865509751861608,0.9839237316917852,0.9854851787468358,0.978192092012426,49,0.0
W1,weather,cka_heatmap,720,5,last_layer,7,7,0.9721456118026552,0.9117221771274948,0.82278024358692,0.8905812732656535,0.8930552851351352,49,0.0
W1,weather,cka_heatmap,720,7,per_layer,7,7,0.9722452014868213,0.9758363861198528,0.9786020216417424,0.9762821381136249,0.9712322815048576,49,0.0
W1,weather,cka_heatmap,720,7,last_layer,7,7,0.9712875334303528,0.901286348842229,0.8799740883173186,0.9121302357591218,0.912957593689632,49,0.0
W1,weather,cka_heatmap,720,11,per_layer,7,7,0.9824393627888096,0.9897887899625814,0.9767570966122764,0.9833221065266962,0.9755501651956772,49,0.0
W1,weather,cka_heatmap,720,11,last_layer,7,7,0.9704044066375868,0.9088856354985448,0.8894730803535376,0.9179899226904534,0.9186855950552456,49,0.0
W1,weather,cka_heatmap,720,13,per_layer,7,7,0.97697576704178,0.9775530998011998,0.9662551767308294,0.9722897945663912,0.9696689341896244,49,0.0
W1,weather,cka_heatmap,720,13,last_layer,7,7,0.9582166050930508,0.8724398177628024,0.7750250617165284,0.8548847743392007,0.8571745997402627,49,0.0
W1,weather,cka_heatmap,720,17,per_layer,7,7,0.9759087392007604,0.9844522740489496,0.9667567912738272,0.9759416173062948,0.9664569342857968,49,0.0
W1,weather,cka_heatmap,720,17,last_layer,7,7,0.9579997862489252,0.8693030203225571,0.8021074421691181,0.8660232407558782,0.8680032515809791,49,0.0
W1,weather,cka_heatmap,720,19,per_layer,7,7,0.9897050087054936,0.987084260057528,0.9760332551147812,0.9839095100126684,0.9774149180509748,49,0.0
W1,weather,cka_heatmap,720,19,last_layer,7,7,0.958065347593351,0.8955560183673554,0.8512674636269155,0.8945605736992396,0.8951643783074237,49,0.0
W1,weather,cka_heatmap,720,23,per_layer,7,7,0.98616776846248,0.9904026626402436,0.9680328908649364,0.9807635268985218,0.9652971889152636,49,0.0
W1,weather,cka_heatmap,720,23,last_layer,7,7,0.9582480734844699,0.8931630026856068,0.8367764430335133,0.8878112985093839,0.8887959639929122,49,0.0
